,#node1,node2,node1_string_internal_id,node2_string_internal_id,node1_external_id,node2_external_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score,lifespan_x,lifespan_y,edgetype
140,Bcl2,Akt1,2111690,2093284,10090.ENSMUSP00000108371,10090.ENSMUSP00000001780,0.0,0.0,0.0,0.0,0.049,0.047,0.9009999999999999,0.955,0.995,,,
141,Trp53,Chek2,2111141,2104828,10090.ENSMUSP00000104298,10090.ENSMUSP00000066679,0.0,0.0,0.0,0.0,0.054000000000000006,0.111,0.95,0.905,0.995,,,
142,Chek1,Rad17,2099199,2095404,10090.ENSMUSP00000034625,10090.ENSMUSP00000022136,0.0,0.0,0.0,0.0,0.092,0.223,0.95,0.8909999999999999,0.995,,,
143,Trp53,Chek1,2111141,2099199,10090.ENSMUSP00000104298,10090.ENSMUSP00000034625,0.0,0.0,0.0,0.0,0.053,0.111,0.95,0.902,0.995,,,
144,Rps6kb1,Rptor,2112781,2096691,10090.ENSMUSP00000119715,10090.ENSMUSP00000026671,0.0,0.0,0.0,0.0,0.156,0.424,0.9009999999999999,0.922,0.995,extened,,
145,Mad1l1,Aurkb,2098220,2095125,10090.ENSMUSP00000031534,10090.ENSMUSP00000021277,0.0,0.0,0.0,0.0,0.094,0.9109999999999999,0.9,0.494,0.995,,,
146,Anapc1,Cdc20,2094204,2093817,10090.ENSMUSP00000014499,10090.ENSMUSP00000006565,0.0,0.0,0.0,0.0,0.046,0.903,0.9,0.564,0.995,,,
147,Ccnb1,Ccnb2,2105622,2099229,10090.ENSMUSP00000071989,10090.ENSMUSP00000034742,0.0,0.0,0.0,0.948,0.8240000000000001,0.5539999999999999,0.95,0.634,0.995,,,
148,Plk1,Cdk1,2098695,2094764,10090.ENSMUSP00000033154,10090.ENSMUSP00000020099,0.0,0.0,0.0,0.669,0.87,0.552,0.9,0.922,0.995,,,
149,Eif4ebp1,Rptor,2098910,2096691,10090.ENSMUSP00000033880,10090.ENSMUSP00000026671,0.0,0.0,0.0,0.0,0.0,0.40299999999999997,0.9009999999999999,0.924,0.995,,,
150,Mad2l1,Ndc80,2110075,2096108,10090.ENSMUSP00000098897,10090.ENSMUSP00000024851,0.0,0.0,0.0,0.0,0.765,0.539,0.9,0.597,0.995,,,
151,Mad2l1,Aurka,2110075,2097382,10090.ENSMUSP00000098897,10090.ENSMUSP00000028997,0.0,0.0,0.0,0.0,0.82,0.914,0.0,0.649,0.9940000000000001,,,
152,Mapkap1,Akt1,2111755,2093284,10090.ENSMUSP00000108751,10090.ENSMUSP00000001780,0.0,0.0,0.0,0.0,0.051,0.662,0.95,0.684,0.9940000000000001,,,
153,Plk1,Incenp,2098695,2096332,10090.ENSMUSP00000033154,10090.ENSMUSP00000025562,0.0,0.0,0.0,0.0,0.835,0.107,0.9,0.6970000000000001,0.9940000000000001,,,
154,Cdca8,Cdc20,2107296,2093817,10090.ENSMUSP00000081319,10090.ENSMUSP00000006565,0.0,0.0,0.0,0.0,0.897,0.0,0.9,0.537,0.9940000000000001,,,
155,Sos1,Egfr,2104984,2094834,10090.ENSMUSP00000067786,10090.ENSMUSP00000020329,0.0,0.0,0.0,0.0,0.051,0.48,0.95,0.787,0.9940000000000001,,,
156,Mad2l1,Birc5,2110075,2106931,10090.ENSMUSP00000098897,10090.ENSMUSP00000079124,0.0,0.0,0.0,0.0,0.9229999999999999,0.0,0.9,0.31,0.9940000000000001,,,
157,Ndc80,Cdc20,2096108,2093817,10090.ENSMUSP00000024851,10090.ENSMUSP00000006565,0.0,0.0,0.0,0.0,0.86,0.0,0.9,0.64,0.9940000000000001,,,
158,Cdkn1a,Akt1,2095964,2093284,10090.ENSMUSP00000023829,10090.ENSMUSP00000001780,0.0,0.0,0.0,0.0,0.0,0.203,0.95,0.8590000000000001,0.9940000000000001,,,
159,Incenp,Cdc20,2096332,2093817,10090.ENSMUSP00000025562,10090.ENSMUSP00000006565,0.0,0.0,0.0,0.0,0.8440000000000001,0.0,0.9,0.6509999999999999,0.9940000000000001,,,
160,Mad2l1,Ccna2,2110075,2097462,10090.ENSMUSP00000098897,10090.ENSMUSP00000029270,0.0,0.0,0.0,0.0,0.9,0.115,0.9,0.478,0.9940000000000001,,,
161,Kif2c,Plk1,2104499,2098695,10090.ENSMUSP00000064261,10090.ENSMUSP00000033154,0.0,0.0,0.0,0.0,0.718,0.111,0.94,0.695,0.9940000000000001,,,
162,Mad2l1,Plk1,2110075,2098695,10090.ENSMUSP00000098897,10090.ENSMUSP00000033154,0.0,0.0,0.0,0.0,0.8320000000000001,0.17,0.9,0.622,0.9940000000000001,,,
163,Mre11a,Rad17,2099107,2095404,10090.ENSMUSP00000034405,10090.ENSMUSP00000022136,0.0,0.0,0.0,0.0,0.155,0.746,0.9,0.782,0.9940000000000001,,,
164,Irs2,Grb2,2100009,2095072,10090.ENSMUSP00000038514,10090.ENSMUSP00000021090,0.0,0.0,0.0,0.0,0.0,0.32799999999999996,0.9359999999999999,0.862,0.993,extened,,
165,Plk1,Ndc80,2098695,2096108,10090.ENSMUSP00000033154,10090.ENSMUSP00000024851,0.0,0.0,0.0,0.0,0.7490000000000001,0.188,0.95,0.45899999999999996,0.993,,,
166,Cdc27,Bub3,2108514,2107328,10090.ENSMUSP00000091452,10090.ENSMUSP00000081547,0.0,0.0,0.0,0.0,0.11599999999999999,0.812,0.9,0.665,0.993,,,
167,Ube2c,Cdc16,2107801,2101759,10090.ENSMUSP00000085581,10090.ENSMUSP00000047950,0.0,0.0,0.0,0.0,0.094,0.897,0.9,0.382,0.993,,,
168,Chek2,Mre11a,2104828,2099107,10090.ENSMUSP00000066679,10090.ENSMUSP00000034405,0.0,0.0,0.0,0.0,0.052000000000000005,0.099,0.95,0.873,0.993,,,
169,Mre11a,Wrn,2099107,2098950,10090.ENSMUSP00000034405,10090.ENSMUSP00000033990,0.061,0.0,0.0,0.0,0.085,0.688,0.9,0.8059999999999999,0.993,,reduced,
170,Cdca8,Cdk1,2107296,2094764,10090.ENSMUSP00000081319,10090.ENSMUSP00000020099,0.0,0.0,0.0,0.0,0.879,0.0,0.9,0.48,0.993,,,
171,Rps6kb1,Irs1,2112781,2104432,10090.ENSMUSP00000119715,10090.ENSMUSP00000063795,0.0,0.0,0.0,0.0,0.0,0.541,0.883,0.88,0.993,extened,extened,extened;extened
172,Trp53,Akt1,2111141,2093284,10090.ENSMUSP00000104298,10090.ENSMUSP00000001780,0.0,0.0,0.0,0.0,0.051,0.07200000000000001,0.917,0.914,0.993,,,
173,Ndc80,Cdk1,2096108,2094764,10090.ENSMUSP00000024851,10090.ENSMUSP00000020099,0.0,0.0,0.0,0.0,0.8420000000000001,0.0,0.9,0.598,0.993,,,
174,Plk1,Bub1,2098695,2097328,10090.ENSMUSP00000033154,10090.ENSMUSP00000028858,0.0,0.0,0.0,0.0,0.7490000000000001,0.402,0.862,0.7070000000000001,0.993,,,
175,Mad2l1,Ccnb2,2110075,2099229,10090.ENSMUSP00000098897,10090.ENSMUSP00000034742,0.0,0.0,0.0,0.0,0.7979999999999999,0.115,0.9,0.659,0.993,,,
176,Rptor,Akt1,2096691,2093284,10090.ENSMUSP00000026671,10090.ENSMUSP00000001780,0.0,0.0,0.0,0.0,0.156,0.424,0.9009999999999999,0.8809999999999999,0.993,,,
177,Cenpa,Incenp,2112931,2096332,10090.ENSMUSP00000122831,10090.ENSMUSP00000025562,0.0,0.0,0.0,0.0,0.585,0.064,0.95,0.632,0.992,,,
178,Birc5,Kif2c,2106931,2104499,10090.ENSMUSP00000079124,10090.ENSMUSP00000064261,0.0,0.0,0.0,0.0,0.762,0.0,0.95,0.414,0.992,,,
179,Insr,Igf1,2108203,2103282,10090.ENSMUSP00000088837,10090.ENSMUSP00000056668,0.0,0.0,0.0,0.0,0.0,0.11,0.9009999999999999,0.922,0.992,extened,extened,extened;extened
180,Cdca8,Plk1,2107296,2098695,10090.ENSMUSP00000081319,10090.ENSMUSP00000033154,0.0,0.0,0.0,0.0,0.85,0.0,0.9,0.518,0.992,,,
181,Mad2l1,Anapc10,2110075,2101817,10090.ENSMUSP00000098897,10090.ENSMUSP00000048244,0.0,0.0,0.0,0.0,0.128,0.9159999999999999,0.9,0.128,0.992,,,
182,Aurka,Cdk1,2097382,2094764,10090.ENSMUSP00000028997,10090.ENSMUSP00000020099,0.0,0.0,0.41,0.7609999999999999,0.868,0.319,0.9,0.802,0.992,,,
183,Cdca8,Bub1b,2107296,2099749,10090.ENSMUSP00000081319,10090.ENSMUSP00000037126,0.0,0.0,0.0,0.0,0.812,0.0,0.9,0.607,0.992,,reduced,
184,Kif2c,Incenp,2104499,2096332,10090.ENSMUSP00000064261,10090.ENSMUSP00000025562,0.0,0.0,0.0,0.0,0.579,0.0,0.95,0.6809999999999999,0.992,,,
185,Igf1,Igf1r,2103282,2093723,10090.ENSMUSP00000056668,10090.ENSMUSP00000005671,0.0,0.0,0.0,0.0,0.0,0.11,0.9009999999999999,0.925,0.992,extened,extened,extened;extened
186,Birc5,Cdc20,2106931,2093817,10090.ENSMUSP00000079124,10090.ENSMUSP00000006565,0.0,0.0,0.0,0.0,0.855,0.0,0.9,0.495,0.992,,,
187,Ube2c,Aurkb,2107801,2095125,10090.ENSMUSP00000085581,10090.ENSMUSP00000021277,0.0,0.0,0.0,0.0,0.8909999999999999,0.0,0.9,0.363,0.992,,,
188,Kif2c,Cdc20,2104499,2093817,10090.ENSMUSP00000064261,10090.ENSMUSP00000006565,0.0,0.0,0.0,0.0,0.85,0.115,0.9,0.498,0.992,,,
189,Mdm2,Akt1,2094859,2093284,10090.ENSMUSP00000020408,10090.ENSMUSP00000001780,0.0,0.0,0.0,0.0,0.0,0.258,0.95,0.807,0.992,,,
190,Incenp,Cdk1,2096332,2094764,10090.ENSMUSP00000025562,10090.ENSMUSP00000020099,0.0,0.0,0.0,0.0,0.667,0.10099999999999999,0.9,0.7659999999999999,0.992,,,
191,Irs1,Grb2,2104432,2095072,10090.ENSMUSP00000063795,10090.ENSMUSP00000021090,0.0,0.0,0.0,0.0,0.0,0.302,0.883,0.904,0.991,extened,,
192,Cdc27,Cdk1,2108514,2094764,10090.ENSMUSP00000091452,10090.ENSMUSP00000020099,0.0,0.0,0.0,0.0,0.08800000000000001,0.6809999999999999,0.9,0.745,0.991,,,
193,Irs2,Igf1r,2100009,2093723,10090.ENSMUSP00000038514,10090.ENSMUSP00000005671,0.0,0.0,0.0,0.0,0.0,0.5770000000000001,0.9009999999999999,0.813,0.991,extened,extened,extened;extened
194,Birc5,Ccnb1,2106931,2105622,10090.ENSMUSP00000079124,10090.ENSMUSP00000071989,0.0,0.0,0.0,0.0,0.858,0.114,0.9,0.387,0.991,,,
195,Birc5,Ccnb2,2106931,2099229,10090.ENSMUSP00000079124,10090.ENSMUSP00000034742,0.0,0.0,0.0,0.0,0.867,0.114,0.9,0.374,0.991,,,
196,Cdca8,Kif2c,2107296,2104499,10090.ENSMUSP00000081319,10090.ENSMUSP00000064261,0.0,0.0,0.0,0.0,0.72,0.062,0.95,0.442,0.991,,,
197,Bub1,Cdk1,2097328,2094764,10090.ENSMUSP00000028858,10090.ENSMUSP00000020099,0.0,0.0,0.0,0.0,0.818,0.634,0.528,0.75,0.991,,,
198,Cenpa,Cdca8,2112931,2107296,10090.ENSMUSP00000122831,10090.ENSMUSP00000081319,0.0,0.0,0.0,0.0,0.6829999999999999,0.064,0.95,0.503,0.991,,,
199,Bub1b,Ccnb2,2099749,2099229,10090.ENSMUSP00000037126,10090.ENSMUSP00000034742,0.0,0.0,0.0,0.0,0.7090000000000001,0.1,0.94,0.47200000000000003,0.99,reduced,,
200,Atm,Wrn,2112380,2098950,10090.ENSMUSP00000113388,10090.ENSMUSP00000033990,0.0,0.0,0.0,0.0,0.075,0.414,0.9359999999999999,0.7559999999999999,0.99,reduced,reduced,reduced;reduced
201,Plk1,Ccna2,2098695,2097462,10090.ENSMUSP00000033154,10090.ENSMUSP00000029270,0.0,0.0,0.0,0.0,0.9309999999999999,0.552,0.0,0.706,0.99,,,
202,Chek1,Mre11a,2099199,2099107,10090.ENSMUSP00000034625,10090.ENSMUSP00000034405,0.0,0.0,0.0,0.0,0.204,0.0,0.9,0.885,0.99,,,
203,Mlst8,Eif4ebp1,2104608,2098910,10090.ENSMUSP00000065004,10090.ENSMUSP00000033880,0.0,0.0,0.0,0.0,0.0,0.39399999999999996,0.95,0.711,0.99,,,
204,Cenpe,Bub1,2103478,2097328,10090.ENSMUSP00000057938,10090.ENSMUSP00000028858,0.0,0.0,0.0,0.0,0.755,0.29100000000000004,0.72,0.835,0.99,,,
205,Mlst8,Rheb,2104608,2097962,10090.ENSMUSP00000065004,10090.ENSMUSP00000030787,0.0,0.0,0.0,0.0,0.08900000000000001,0.0,0.95,0.8079999999999999,0.99,,,
206,H2afx,Mre11a,2102373,2099107,10090.ENSMUSP00000051432,10090.ENSMUSP00000034405,0.0,0.0,0.0,0.0,0.0,0.135,0.95,0.794,0.99,,,
207,Mad2l1,Cdc27,2110075,2108514,10090.ENSMUSP00000098897,10090.ENSMUSP00000091452,0.0,0.0,0.0,0.0,0.09300000000000001,0.8190000000000001,0.9,0.511,0.99,,,
208,Ube2c,Ccna2,2107801,2097462,10090.ENSMUSP00000085581,10090.ENSMUSP00000029270,0.0,0.0,0.0,0.0,0.856,0.0,0.9,0.405,0.99,,,
209,Ube2c,Aurka,2107801,2097382,10090.ENSMUSP00000085581,10090.ENSMUSP00000028997,0.0,0.0,0.0,0.0,0.862,0.0,0.9,0.358,0.99,,,
210,Atm,Mdm2,2112380,2094859,10090.ENSMUSP00000113388,10090.ENSMUSP00000020408,0.0,0.0,0.0,0.0,0.05,0.111,0.95,0.795,0.99,reduced,,
211,Trp53,Aurka,2111141,2097382,10090.ENSMUSP00000104298,10090.ENSMUSP00000028997,0.0,0.0,0.0,0.0,0.05,0.111,0.95,0.789,0.99,,,
212,Bub1b,Incenp,2099749,2096332,10090.ENSMUSP00000037126,10090.ENSMUSP00000025562,0.0,0.0,0.0,0.0,0.785,0.0,0.9,0.609,0.99,reduced,,
213,Grb2,Akt1,2095072,2093284,10090.ENSMUSP00000021090,10090.ENSMUSP00000001780,0.0,0.0,0.0,0.0,0.092,0.073,0.95,0.802,0.99,,,
214,Mtor,Irs1,2110226,2104432,10090.ENSMUSP00000099510,10090.ENSMUSP00000063795,0.0,0.0,0.0,0.0,0.051,0.212,0.883,0.8909999999999999,0.9890000000000001,,extened,
215,Cenpa,Birc5,2112931,2106931,10090.ENSMUSP00000122831,10090.ENSMUSP00000079124,0.0,0.0,0.0,0.0,0.6609999999999999,0.115,0.95,0.397,0.9890000000000001,,,
216,Mad2l1,Cdca8,2110075,2107296,10090.ENSMUSP00000098897,10090.ENSMUSP00000081319,0.0,0.0,0.0,0.0,0.875,0.0,0.9,0.244,0.9890000000000001,,,
217,Birc5,Bub1b,2106931,2099749,10090.ENSMUSP00000079124,10090.ENSMUSP00000037126,0.0,0.0,0.0,0.0,0.818,0.0,0.9,0.469,0.9890000000000001,,reduced,
218,Ube2c,Ccnb1,2107801,2105622,10090.ENSMUSP00000085581,10090.ENSMUSP00000071989,0.0,0.0,0.0,0.0,0.852,0.0,0.9,0.37,0.9890000000000001,,,
219,Cdc27,Ccnb1,2108514,2105622,10090.ENSMUSP00000091452,10090.ENSMUSP00000071989,0.0,0.0,0.0,0.0,0.131,0.7390000000000001,0.9,0.597,0.9890000000000001,,,
220,Cdc27,Cdk2,2108514,2096601,10090.ENSMUSP00000091452,10090.ENSMUSP00000026416,0.0,0.0,0.0,0.0,0.085,0.6809999999999999,0.9,0.687,0.9890000000000001,,,
221,Bub1b,Ccna2,2099749,2097462,10090.ENSMUSP00000037126,10090.ENSMUSP00000029270,0.0,0.0,0.0,0.0,0.774,0.111,0.922,0.40399999999999997,0.9890000000000001,reduced,,
222,Mad2l1,Ube2c,2110075,2107801,10090.ENSMUSP00000098897,10090.ENSMUSP00000085581,0.0,0.0,0.0,0.0,0.772,0.37,0.9,0.285,0.988,,,
223,Cdca8,Ccnb2,2107296,2099229,10090.ENSMUSP00000081319,10090.ENSMUSP00000034742,0.0,0.0,0.0,0.0,0.838,0.0,0.9,0.342,0.988,,,
224,Cdca8,Ccnb1,2107296,2105622,10090.ENSMUSP00000081319,10090.ENSMUSP00000071989,0.0,0.0,0.0,0.0,0.838,0.0,0.9,0.353,0.988,,,
225,Ube2c,Cdk1,2107801,2094764,10090.ENSMUSP00000085581,10090.ENSMUSP00000020099,0.0,0.0,0.0,0.0,0.821,0.0,0.9,0.389,0.988,,,
226,Kif2c,Bub1b,2104499,2099749,10090.ENSMUSP00000064261,10090.ENSMUSP00000037126,0.0,0.0,0.0,0.0,0.722,0.16699999999999998,0.9,0.5479999999999999,0.988,,reduced,
227,Rps6kb1,Mlst8,2112781,2104608,10090.ENSMUSP00000119715,10090.ENSMUSP00000065004,0.0,0.0,0.0,0.0,0.0,0.14300000000000002,0.95,0.738,0.988,extened,,
228,Shc1,Sos1,2108594,2104984,10090.ENSMUSP00000091940,10090.ENSMUSP00000067786,0.0,0.0,0.0,0.0,0.055,0.491,0.9009999999999999,0.789,0.988,extened,,
229,Eif4ebp1,Rheb,2098910,2097962,10090.ENSMUSP00000033880,10090.ENSMUSP00000030787,0.0,0.0,0.0,0.0,0.052000000000000005,0.062,0.9,0.882,0.988,,,
230,Ccnb1,Anapc10,2105622,2101817,10090.ENSMUSP00000071989,10090.ENSMUSP00000048244,0.0,0.0,0.0,0.0,0.172,0.8109999999999999,0.9,0.314,0.987,,,
231,Cenpa,Bub1b,2112931,2099749,10090.ENSMUSP00000122831,10090.ENSMUSP00000037126,0.0,0.0,0.0,0.0,0.649,0.175,0.9,0.618,0.987,,reduced,
232,Ube2c,Bub1b,2107801,2099749,10090.ENSMUSP00000085581,10090.ENSMUSP00000037126,0.0,0.0,0.0,0.0,0.773,0.107,0.9,0.46399999999999997,0.987,,reduced,
233,Ccnb1,Kif2c,2105622,2104499,10090.ENSMUSP00000071989,10090.ENSMUSP00000064261,0.0,0.0,0.0,0.0,0.821,0.115,0.9,0.287,0.987,,,
234,Ccnb1,Bub1,2105622,2097328,10090.ENSMUSP00000071989,10090.ENSMUSP00000028858,0.0,0.0,0.0,0.0,0.8,0.10099999999999999,0.862,0.5429999999999999,0.987,,,
235,Cdc16,Cdk1,2101759,2094764,10090.ENSMUSP00000047950,10090.ENSMUSP00000020099,0.0,0.0,0.0,0.0,0.09300000000000001,0.6809999999999999,0.9,0.607,0.987,,,
236,Cenpa,Ndc80,2112931,2096108,10090.ENSMUSP00000122831,10090.ENSMUSP00000024851,0.0,0.0,0.0,0.0,0.542,0.166,0.9,0.684,0.986,,,
237,Mlst8,Akt1,2104608,2093284,10090.ENSMUSP00000065004,10090.ENSMUSP00000001780,0.0,0.0,0.0,0.0,0.086,0.14300000000000002,0.95,0.6940000000000001,0.986,,,
238,Bub3,Ttk,2107328,2104584,10090.ENSMUSP00000081547,10090.ENSMUSP00000064839,0.0,0.0,0.0,0.0,0.147,0.963,0.0,0.617,0.986,,,
239,Rheb,Akt1,2097962,2093284,10090.ENSMUSP00000030787,10090.ENSMUSP00000001780,0.0,0.0,0.0,0.0,0.0,0.21,0.904,0.84,0.986,,,
240,Cdc27,Plk1,2108514,2098695,10090.ENSMUSP00000091452,10090.ENSMUSP00000033154,0.0,0.0,0.0,0.0,0.255,0.461,0.9,0.696,0.986,,,
241,Trp53,Aurkb,2111141,2095125,10090.ENSMUSP00000104298,10090.ENSMUSP00000021277,0.0,0.0,0.0,0.0,0.053,0.105,0.9359999999999999,0.7829999999999999,0.986,,,
242,Rps6kb1,Rheb,2112781,2097962,10090.ENSMUSP00000119715,10090.ENSMUSP00000030787,0.0,0.0,0.0,0.0,0.0,0.21,0.904,0.84,0.986,extened,,
243,Mad1l1,Cdc20,2098220,2093817,10090.ENSMUSP00000031534,10090.ENSMUSP00000006565,0.0,0.0,0.0,0.0,0.054000000000000006,0.675,0.9,0.588,0.985,,,
244,Chek2,Mdm2,2104828,2094859,10090.ENSMUSP00000066679,10090.ENSMUSP00000020408,0.0,0.0,0.0,0.0,0.055999999999999994,0.111,0.95,0.696,0.985,,,
245,Shc1,Insr,2108594,2108203,10090.ENSMUSP00000091940,10090.ENSMUSP00000088837,0.0,0.0,0.0,0.0,0.0,0.191,0.9009999999999999,0.833,0.985,extened,extened,extened;extened
246,Cenpe,Ndc80,2103478,2096108,10090.ENSMUSP00000057938,10090.ENSMUSP00000024851,0.0,0.0,0.0,0.0,0.768,0.111,0.72,0.7759999999999999,0.985,,,
247,Cdc16,Cdk2,2101759,2096601,10090.ENSMUSP00000047950,10090.ENSMUSP00000026416,0.0,0.0,0.0,0.0,0.11699999999999999,0.6809999999999999,0.9,0.5579999999999999,0.985,,,
248,Atm,Mdm4,2112380,2105341,10090.ENSMUSP00000113388,10090.ENSMUSP00000070411,0.0,0.0,0.0,0.0,0.067,0.111,0.95,0.677,0.985,reduced,,
249,Ccna2,Cdkn1a,2097462,2095964,10090.ENSMUSP00000029270,10090.ENSMUSP00000023829,0.0,0.0,0.0,0.0,0.0,0.5539999999999999,0.94,0.49,0.985,,,
250,Eif4ebp1,Akt1,2098910,2093284,10090.ENSMUSP00000033880,10090.ENSMUSP00000001780,0.0,0.0,0.0,0.0,0.0,0.5589999999999999,0.528,0.9359999999999999,0.985,,,
251,Incenp,Ndc80,2096332,2096108,10090.ENSMUSP00000025562,10090.ENSMUSP00000024851,0.0,0.0,0.0,0.0,0.5920000000000001,0.0,0.9,0.674,0.985,,,
252,Mad1l1,Bub1,2098220,2097328,10090.ENSMUSP00000031534,10090.ENSMUSP00000028858,0.0,0.0,0.0,0.0,0.111,0.9640000000000001,0.0,0.579,0.985,,,
253,Cdk2,Mdm2,2096601,2094859,10090.ENSMUSP00000026416,10090.ENSMUSP00000020408,0.0,0.0,0.0,0.0,0.052000000000000005,0.107,0.95,0.669,0.9840000000000001,,,
254,Cenpa,Cdk1,2112931,2094764,10090.ENSMUSP00000122831,10090.ENSMUSP00000020099,0.0,0.0,0.0,0.0,0.634,0.11,0.9,0.575,0.9840000000000001,,,
255,Tsc2,Mlst8,2109084,2104608,10090.ENSMUSP00000094986,10090.ENSMUSP00000065004,0.0,0.0,0.0,0.0,0.094,0.0,0.95,0.688,0.9840000000000001,,,
256,Ccnb1,Ndc80,2105622,2096108,10090.ENSMUSP00000071989,10090.ENSMUSP00000024851,0.0,0.0,0.0,0.0,0.743,0.16699999999999998,0.9,0.37200000000000005,0.9840000000000001,,,
257,Cenpa,Cdc20,2112931,2093817,10090.ENSMUSP00000122831,10090.ENSMUSP00000006565,0.0,0.0,0.0,0.0,0.705,0.07,0.9,0.473,0.983,,,
258,Cdca8,Ndc80,2107296,2096108,10090.ENSMUSP00000081319,10090.ENSMUSP00000024851,0.0,0.0,0.0,0.0,0.738,0.0,0.9,0.414,0.983,,,
259,Ttk,Ndc80,2104584,2096108,10090.ENSMUSP00000064839,10090.ENSMUSP00000024851,0.0,0.0,0.0,0.0,0.948,0.41200000000000003,0.0,0.509,0.983,,,
260,Cenpa,Mad2l1,2112931,2110075,10090.ENSMUSP00000122831,10090.ENSMUSP00000098897,0.0,0.0,0.0,0.0,0.634,0.115,0.9,0.539,0.983,,,
261,Cdk1,Anapc1,2094764,2094204,10090.ENSMUSP00000020099,10090.ENSMUSP00000014499,0.0,0.0,0.0,0.0,0.055,0.6809999999999999,0.9,0.491,0.982,,,
262,Kif2c,Ndc80,2104499,2096108,10090.ENSMUSP00000064261,10090.ENSMUSP00000024851,0.0,0.0,0.0,0.0,0.615,0.106,0.9,0.557,0.982,,,
263,Cenpe,Plk1,2103478,2098695,10090.ENSMUSP00000057938,10090.ENSMUSP00000033154,0.0,0.0,0.0,0.0,0.648,0.062,0.862,0.664,0.982,,,
264,Birc5,Ndc80,2106931,2096108,10090.ENSMUSP00000079124,10090.ENSMUSP00000024851,0.0,0.0,0.0,0.0,0.655,0.0,0.9,0.504,0.981,,,
265,Bub3,Aurka,2107328,2097382,10090.ENSMUSP00000081547,10090.ENSMUSP00000028997,0.0,0.0,0.0,0.0,0.37799999999999995,0.91,0.0,0.693,0.981,,,
266,Anapc10,Cdk1,2101817,2094764,10090.ENSMUSP00000048244,10090.ENSMUSP00000020099,0.0,0.0,0.0,0.0,0.125,0.6809999999999999,0.9,0.381,0.98,,,
267,Insr,Grb2,2108203,2095072,10090.ENSMUSP00000088837,10090.ENSMUSP00000021090,0.0,0.0,0.0,0.0,0.051,0.18100000000000002,0.9009999999999999,0.77,0.98,extened,,
268,Ttk,Aurkb,2104584,2095125,10090.ENSMUSP00000064839,10090.ENSMUSP00000021277,0.0,0.0,0.0,0.669,0.736,0.912,0.0,0.5670000000000001,0.98,,,
269,Cdk2,Anapc1,2096601,2094204,10090.ENSMUSP00000026416,10090.ENSMUSP00000014499,0.0,0.0,0.0,0.0,0.079,0.6809999999999999,0.9,0.42200000000000004,0.98,,,
270,Rictor,Rptor,2102432,2096691,10090.ENSMUSP00000051809,10090.ENSMUSP00000026671,0.0,0.0,0.0,0.0,0.105,0.111,0.0,0.977,0.98,,,
271,Cenpa,Aurka,2112931,2097382,10090.ENSMUSP00000122831,10090.ENSMUSP00000028997,0.0,0.0,0.0,0.0,0.653,0.401,0.528,0.8109999999999999,0.9790000000000001,,,
272,Ube2c,Plk1,2107801,2098695,10090.ENSMUSP00000085581,10090.ENSMUSP00000033154,0.0,0.0,0.0,0.0,0.684,0.0,0.9,0.40399999999999997,0.9790000000000001,,,
273,Ube2c,Anapc10,2107801,2101817,10090.ENSMUSP00000085581,10090.ENSMUSP00000048244,0.0,0.0,0.0,0.0,0.125,0.742,0.9,0.18899999999999997,0.9790000000000001,,,
274,Ccnb2,Ndc80,2099229,2096108,10090.ENSMUSP00000034742,10090.ENSMUSP00000024851,0.0,0.0,0.0,0.0,0.6779999999999999,0.115,0.9,0.36700000000000005,0.9790000000000001,,,
275,Mad2l1,Kif2c,2110075,2104499,10090.ENSMUSP00000098897,10090.ENSMUSP00000064261,0.0,0.0,0.0,0.0,0.586,0.365,0.9,0.304,0.9790000000000001,,,
276,Anapc10,Cdk2,2101817,2096601,10090.ENSMUSP00000048244,10090.ENSMUSP00000026416,0.0,0.0,0.0,0.0,0.08900000000000001,0.6809999999999999,0.9,0.37,0.9790000000000001,,,
277,Atm,Cdk2,2112380,2096601,10090.ENSMUSP00000113388,10090.ENSMUSP00000026416,0.0,0.0,0.0,0.0,0.052000000000000005,0.06,0.9,0.789,0.978,reduced,,
278,Cenpa,Kif2c,2112931,2104499,10090.ENSMUSP00000122831,10090.ENSMUSP00000064261,0.0,0.0,0.0,0.0,0.546,0.11,0.9,0.5379999999999999,0.978,,,
279,Mad2l1,Incenp,2110075,2096332,10090.ENSMUSP00000098897,10090.ENSMUSP00000025562,0.0,0.0,0.0,0.0,0.653,0.0,0.9,0.43799999999999994,0.978,,,
280,Bub3,Ndc80,2107328,2096108,10090.ENSMUSP00000081547,10090.ENSMUSP00000024851,0.0,0.0,0.0,0.0,0.152,0.045,0.9,0.767,0.978,,,
281,Cenpa,Ccnb1,2112931,2105622,10090.ENSMUSP00000122831,10090.ENSMUSP00000071989,0.0,0.0,0.0,0.0,0.6970000000000001,0.115,0.9,0.302,0.978,,,
282,Anapc10,Ccnb2,2101817,2099229,10090.ENSMUSP00000048244,10090.ENSMUSP00000034742,0.0,0.0,0.0,0.0,0.09699999999999999,0.8109999999999999,0.8,0.406,0.977,,,
283,Cdk2,Cdc20,2096601,2093817,10090.ENSMUSP00000026416,10090.ENSMUSP00000006565,0.0,0.0,0.0,0.0,0.375,0.789,0.0,0.845,0.977,,,
