#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Birc5	Kif2c	2106931	2104499	10090.ENSMUSP00000079124	10090.ENSMUSP00000064261	0	0	0	0	0.762	0	0.95	0.414	0.992
Insr	Igf1	2108203	2103282	10090.ENSMUSP00000088837	10090.ENSMUSP00000056668	0	0	0	0	0	0.11	0.901	0.922	0.992
Cdca8	Plk1	2107296	2098695	10090.ENSMUSP00000081319	10090.ENSMUSP00000033154	0	0	0	0	0.85	0	0.9	0.518	0.992
Mad2l1	Anapc10	2110075	2101817	10090.ENSMUSP00000098897	10090.ENSMUSP00000048244	0	0	0	0	0.128	0.916	0.9	0.128	0.992
Aurka	Cdk1	2097382	2094764	10090.ENSMUSP00000028997	10090.ENSMUSP00000020099	0	0	0.41	0.761	0.868	0.319	0.9	0.802	0.992
Cdca8	Bub1b	2107296	2099749	10090.ENSMUSP00000081319	10090.ENSMUSP00000037126	0	0	0	0	0.812	0	0.9	0.607	0.992
Kif2c	Incenp	2104499	2096332	10090.ENSMUSP00000064261	10090.ENSMUSP00000025562	0	0	0	0	0.579	0	0.95	0.681	0.992
Igf1	Igf1r	2103282	2093723	10090.ENSMUSP00000056668	10090.ENSMUSP00000005671	0	0	0	0	0	0.11	0.901	0.925	0.992
Birc5	Cdc20	2106931	2093817	10090.ENSMUSP00000079124	10090.ENSMUSP00000006565	0	0	0	0	0.855	0	0.9	0.495	0.992
Ube2c	Aurkb	2107801	2095125	10090.ENSMUSP00000085581	10090.ENSMUSP00000021277	0	0	0	0	0.891	0	0.9	0.363	0.992
Kif2c	Cdc20	2104499	2093817	10090.ENSMUSP00000064261	10090.ENSMUSP00000006565	0	0	0	0	0.85	0.115	0.9	0.498	0.992
Mdm2	Akt1	2094859	2093284	10090.ENSMUSP00000020408	10090.ENSMUSP00000001780	0	0	0	0	0	0.258	0.95	0.807	0.992
Incenp	Cdk1	2096332	2094764	10090.ENSMUSP00000025562	10090.ENSMUSP00000020099	0	0	0	0	0.667	0.101	0.9	0.766	0.992
Irs1	Grb2	2104432	2095072	10090.ENSMUSP00000063795	10090.ENSMUSP00000021090	0	0	0	0	0	0.302	0.883	0.904	0.991
Cdc27	Cdk1	2108514	2094764	10090.ENSMUSP00000091452	10090.ENSMUSP00000020099	0	0	0	0	0.088	0.681	0.9	0.745	0.991
Irs2	Igf1r	2100009	2093723	10090.ENSMUSP00000038514	10090.ENSMUSP00000005671	0	0	0	0	0	0.577	0.901	0.813	0.991
Birc5	Ccnb1	2106931	2105622	10090.ENSMUSP00000079124	10090.ENSMUSP00000071989	0	0	0	0	0.858	0.114	0.9	0.387	0.991
Birc5	Ccnb2	2106931	2099229	10090.ENSMUSP00000079124	10090.ENSMUSP00000034742	0	0	0	0	0.867	0.114	0.9	0.374	0.991
Cdca8	Kif2c	2107296	2104499	10090.ENSMUSP00000081319	10090.ENSMUSP00000064261	0	0	0	0	0.72	0.062	0.95	0.442	0.991
Bub1	Cdk1	2097328	2094764	10090.ENSMUSP00000028858	10090.ENSMUSP00000020099	0	0	0	0	0.818	0.634	0.528	0.75	0.991
Cenpa	Cdca8	2112931	2107296	10090.ENSMUSP00000122831	10090.ENSMUSP00000081319	0	0	0	0	0.683	0.064	0.95	0.503	0.991
Bub1b	Ccnb2	2099749	2099229	10090.ENSMUSP00000037126	10090.ENSMUSP00000034742	0	0	0	0	0.709	0.1	0.94	0.472	0.99
Atm	Wrn	2112380	2098950	10090.ENSMUSP00000113388	10090.ENSMUSP00000033990	0	0	0	0	0.075	0.414	0.936	0.756	0.99
Plk1	Ccna2	2098695	2097462	10090.ENSMUSP00000033154	10090.ENSMUSP00000029270	0	0	0	0	0.931	0.552	0	0.706	0.99
Chek1	Mre11a	2099199	2099107	10090.ENSMUSP00000034625	10090.ENSMUSP00000034405	0	0	0	0	0.204	0	0.9	0.885	0.99
Mlst8	Eif4ebp1	2104608	2098910	10090.ENSMUSP00000065004	10090.ENSMUSP00000033880	0	0	0	0	0	0.394	0.95	0.711	0.99
Cenpe	Bub1	2103478	2097328	10090.ENSMUSP00000057938	10090.ENSMUSP00000028858	0	0	0	0	0.755	0.291	0.72	0.835	0.99
Mlst8	Rheb	2104608	2097962	10090.ENSMUSP00000065004	10090.ENSMUSP00000030787	0	0	0	0	0.089	0	0.95	0.808	0.99
H2afx	Mre11a	2102373	2099107	10090.ENSMUSP00000051432	10090.ENSMUSP00000034405	0	0	0	0	0	0.135	0.95	0.794	0.99
Mad2l1	Cdc27	2110075	2108514	10090.ENSMUSP00000098897	10090.ENSMUSP00000091452	0	0	0	0	0.093	0.819	0.9	0.511	0.99
Ube2c	Ccna2	2107801	2097462	10090.ENSMUSP00000085581	10090.ENSMUSP00000029270	0	0	0	0	0.856	0	0.9	0.405	0.99
Ube2c	Aurka	2107801	2097382	10090.ENSMUSP00000085581	10090.ENSMUSP00000028997	0	0	0	0	0.862	0	0.9	0.358	0.99
Atm	Mdm2	2112380	2094859	10090.ENSMUSP00000113388	10090.ENSMUSP00000020408	0	0	0	0	0.05	0.111	0.95	0.795	0.99
Trp53	Aurka	2111141	2097382	10090.ENSMUSP00000104298	10090.ENSMUSP00000028997	0	0	0	0	0.05	0.111	0.95	0.789	0.99
Bub1b	Incenp	2099749	2096332	10090.ENSMUSP00000037126	10090.ENSMUSP00000025562	0	0	0	0	0.785	0	0.9	0.609	0.99
Grb2	Akt1	2095072	2093284	10090.ENSMUSP00000021090	10090.ENSMUSP00000001780	0	0	0	0	0.092	0.073	0.95	0.802	0.99
Mtor	Irs1	2110226	2104432	10090.ENSMUSP00000099510	10090.ENSMUSP00000063795	0	0	0	0	0.051	0.212	0.883	0.891	0.989
Cenpa	Birc5	2112931	2106931	10090.ENSMUSP00000122831	10090.ENSMUSP00000079124	0	0	0	0	0.661	0.115	0.95	0.397	0.989
Mad2l1	Cdca8	2110075	2107296	10090.ENSMUSP00000098897	10090.ENSMUSP00000081319	0	0	0	0	0.875	0	0.9	0.244	0.989
Birc5	Bub1b	2106931	2099749	10090.ENSMUSP00000079124	10090.ENSMUSP00000037126	0	0	0	0	0.818	0	0.9	0.469	0.989
Ube2c	Ccnb1	2107801	2105622	10090.ENSMUSP00000085581	10090.ENSMUSP00000071989	0	0	0	0	0.852	0	0.9	0.37	0.989
Cdc27	Ccnb1	2108514	2105622	10090.ENSMUSP00000091452	10090.ENSMUSP00000071989	0	0	0	0	0.131	0.739	0.9	0.597	0.989
Cdc27	Cdk2	2108514	2096601	10090.ENSMUSP00000091452	10090.ENSMUSP00000026416	0	0	0	0	0.085	0.681	0.9	0.687	0.989
Bub1b	Ccna2	2099749	2097462	10090.ENSMUSP00000037126	10090.ENSMUSP00000029270	0	0	0	0	0.774	0.111	0.922	0.404	0.989
Mad2l1	Ube2c	2110075	2107801	10090.ENSMUSP00000098897	10090.ENSMUSP00000085581	0	0	0	0	0.772	0.37	0.9	0.285	0.988
Cdca8	Ccnb2	2107296	2099229	10090.ENSMUSP00000081319	10090.ENSMUSP00000034742	0	0	0	0	0.838	0	0.9	0.342	0.988
Cdca8	Ccnb1	2107296	2105622	10090.ENSMUSP00000081319	10090.ENSMUSP00000071989	0	0	0	0	0.838	0	0.9	0.353	0.988
Ube2c	Cdk1	2107801	2094764	10090.ENSMUSP00000085581	10090.ENSMUSP00000020099	0	0	0	0	0.821	0	0.9	0.389	0.988
Kif2c	Bub1b	2104499	2099749	10090.ENSMUSP00000064261	10090.ENSMUSP00000037126	0	0	0	0	0.722	0.167	0.9	0.548	0.988
Rps6kb1	Mlst8	2112781	2104608	10090.ENSMUSP00000119715	10090.ENSMUSP00000065004	0	0	0	0	0	0.143	0.95	0.738	0.988
Shc1	Sos1	2108594	2104984	10090.ENSMUSP00000091940	10090.ENSMUSP00000067786	0	0	0	0	0.055	0.491	0.901	0.789	0.988
Eif4ebp1	Rheb	2098910	2097962	10090.ENSMUSP00000033880	10090.ENSMUSP00000030787	0	0	0	0	0.052	0.062	0.9	0.882	0.988
Ccnb1	Anapc10	2105622	2101817	10090.ENSMUSP00000071989	10090.ENSMUSP00000048244	0	0	0	0	0.172	0.811	0.9	0.314	0.987
Cenpa	Bub1b	2112931	2099749	10090.ENSMUSP00000122831	10090.ENSMUSP00000037126	0	0	0	0	0.649	0.175	0.9	0.618	0.987
Ube2c	Bub1b	2107801	2099749	10090.ENSMUSP00000085581	10090.ENSMUSP00000037126	0	0	0	0	0.773	0.107	0.9	0.464	0.987
Ccnb1	Kif2c	2105622	2104499	10090.ENSMUSP00000071989	10090.ENSMUSP00000064261	0	0	0	0	0.821	0.115	0.9	0.287	0.987
Ccnb1	Bub1	2105622	2097328	10090.ENSMUSP00000071989	10090.ENSMUSP00000028858	0	0	0	0	0.8	0.101	0.862	0.543	0.987
Cdc16	Cdk1	2101759	2094764	10090.ENSMUSP00000047950	10090.ENSMUSP00000020099	0	0	0	0	0.093	0.681	0.9	0.607	0.987
Cenpa	Ndc80	2112931	2096108	10090.ENSMUSP00000122831	10090.ENSMUSP00000024851	0	0	0	0	0.542	0.166	0.9	0.684	0.986
Mlst8	Akt1	2104608	2093284	10090.ENSMUSP00000065004	10090.ENSMUSP00000001780	0	0	0	0	0.086	0.143	0.95	0.694	0.986
Bub3	Ttk	2107328	2104584	10090.ENSMUSP00000081547	10090.ENSMUSP00000064839	0	0	0	0	0.147	0.963	0	0.617	0.986
Rheb	Akt1	2097962	2093284	10090.ENSMUSP00000030787	10090.ENSMUSP00000001780	0	0	0	0	0	0.21	0.904	0.84	0.986
Cdc27	Plk1	2108514	2098695	10090.ENSMUSP00000091452	10090.ENSMUSP00000033154	0	0	0	0	0.255	0.461	0.9	0.696	0.986
Trp53	Aurkb	2111141	2095125	10090.ENSMUSP00000104298	10090.ENSMUSP00000021277	0	0	0	0	0.053	0.105	0.936	0.783	0.986
Rps6kb1	Rheb	2112781	2097962	10090.ENSMUSP00000119715	10090.ENSMUSP00000030787	0	0	0	0	0	0.21	0.904	0.84	0.986
Mad1l1	Cdc20	2098220	2093817	10090.ENSMUSP00000031534	10090.ENSMUSP00000006565	0	0	0	0	0.054	0.675	0.9	0.588	0.985
Chek2	Mdm2	2104828	2094859	10090.ENSMUSP00000066679	10090.ENSMUSP00000020408	0	0	0	0	0.056	0.111	0.95	0.696	0.985
Shc1	Insr	2108594	2108203	10090.ENSMUSP00000091940	10090.ENSMUSP00000088837	0	0	0	0	0	0.191	0.901	0.833	0.985
Cenpe	Ndc80	2103478	2096108	10090.ENSMUSP00000057938	10090.ENSMUSP00000024851	0	0	0	0	0.768	0.111	0.72	0.776	0.985
Cdc16	Cdk2	2101759	2096601	10090.ENSMUSP00000047950	10090.ENSMUSP00000026416	0	0	0	0	0.117	0.681	0.9	0.558	0.985
Atm	Mdm4	2112380	2105341	10090.ENSMUSP00000113388	10090.ENSMUSP00000070411	0	0	0	0	0.067	0.111	0.95	0.677	0.985
Ccna2	Cdkn1a	2097462	2095964	10090.ENSMUSP00000029270	10090.ENSMUSP00000023829	0	0	0	0	0	0.554	0.94	0.49	0.985
Eif4ebp1	Akt1	2098910	2093284	10090.ENSMUSP00000033880	10090.ENSMUSP00000001780	0	0	0	0	0	0.559	0.528	0.936	0.985
Incenp	Ndc80	2096332	2096108	10090.ENSMUSP00000025562	10090.ENSMUSP00000024851	0	0	0	0	0.592	0	0.9	0.674	0.985
Mad1l1	Bub1	2098220	2097328	10090.ENSMUSP00000031534	10090.ENSMUSP00000028858	0	0	0	0	0.111	0.964	0	0.579	0.985
Cdk2	Mdm2	2096601	2094859	10090.ENSMUSP00000026416	10090.ENSMUSP00000020408	0	0	0	0	0.052	0.107	0.95	0.669	0.984
Cenpa	Cdk1	2112931	2094764	10090.ENSMUSP00000122831	10090.ENSMUSP00000020099	0	0	0	0	0.634	0.11	0.9	0.575	0.984
Tsc2	Mlst8	2109084	2104608	10090.ENSMUSP00000094986	10090.ENSMUSP00000065004	0	0	0	0	0.094	0	0.95	0.688	0.984
Ccnb1	Ndc80	2105622	2096108	10090.ENSMUSP00000071989	10090.ENSMUSP00000024851	0	0	0	0	0.743	0.167	0.9	0.372	0.984
Cenpa	Cdc20	2112931	2093817	10090.ENSMUSP00000122831	10090.ENSMUSP00000006565	0	0	0	0	0.705	0.07	0.9	0.473	0.983
Cdca8	Ndc80	2107296	2096108	10090.ENSMUSP00000081319	10090.ENSMUSP00000024851	0	0	0	0	0.738	0	0.9	0.414	0.983
Ttk	Ndc80	2104584	2096108	10090.ENSMUSP00000064839	10090.ENSMUSP00000024851	0	0	0	0	0.948	0.412	0	0.509	0.983
Cenpa	Mad2l1	2112931	2110075	10090.ENSMUSP00000122831	10090.ENSMUSP00000098897	0	0	0	0	0.634	0.115	0.9	0.539	0.983
Cdk1	Anapc1	2094764	2094204	10090.ENSMUSP00000020099	10090.ENSMUSP00000014499	0	0	0	0	0.055	0.681	0.9	0.491	0.982
Kif2c	Ndc80	2104499	2096108	10090.ENSMUSP00000064261	10090.ENSMUSP00000024851	0	0	0	0	0.615	0.106	0.9	0.557	0.982
Cenpe	Plk1	2103478	2098695	10090.ENSMUSP00000057938	10090.ENSMUSP00000033154	0	0	0	0	0.648	0.062	0.862	0.664	0.982
Birc5	Ndc80	2106931	2096108	10090.ENSMUSP00000079124	10090.ENSMUSP00000024851	0	0	0	0	0.655	0	0.9	0.504	0.981
Bub3	Aurka	2107328	2097382	10090.ENSMUSP00000081547	10090.ENSMUSP00000028997	0	0	0	0	0.378	0.91	0	0.693	0.981
Anapc10	Cdk1	2101817	2094764	10090.ENSMUSP00000048244	10090.ENSMUSP00000020099	0	0	0	0	0.125	0.681	0.9	0.381	0.98
Insr	Grb2	2108203	2095072	10090.ENSMUSP00000088837	10090.ENSMUSP00000021090	0	0	0	0	0.051	0.181	0.901	0.77	0.98
Ttk	Aurkb	2104584	2095125	10090.ENSMUSP00000064839	10090.ENSMUSP00000021277	0	0	0	0.669	0.736	0.912	0	0.567	0.98
Cdk2	Anapc1	2096601	2094204	10090.ENSMUSP00000026416	10090.ENSMUSP00000014499	0	0	0	0	0.079	0.681	0.9	0.422	0.98
Rictor	Rptor	2102432	2096691	10090.ENSMUSP00000051809	10090.ENSMUSP00000026671	0	0	0	0	0.105	0.111	0	0.977	0.98
Cenpa	Aurka	2112931	2097382	10090.ENSMUSP00000122831	10090.ENSMUSP00000028997	0	0	0	0	0.653	0.401	0.528	0.811	0.979
Ube2c	Plk1	2107801	2098695	10090.ENSMUSP00000085581	10090.ENSMUSP00000033154	0	0	0	0	0.684	0	0.9	0.404	0.979
Ube2c	Anapc10	2107801	2101817	10090.ENSMUSP00000085581	10090.ENSMUSP00000048244	0	0	0	0	0.125	0.742	0.9	0.189	0.979
Ccnb2	Ndc80	2099229	2096108	10090.ENSMUSP00000034742	10090.ENSMUSP00000024851	0	0	0	0	0.678	0.115	0.9	0.367	0.979
Mad2l1	Kif2c	2110075	2104499	10090.ENSMUSP00000098897	10090.ENSMUSP00000064261	0	0	0	0	0.586	0.365	0.9	0.304	0.979
Anapc10	Cdk2	2101817	2096601	10090.ENSMUSP00000048244	10090.ENSMUSP00000026416	0	0	0	0	0.089	0.681	0.9	0.37	0.979
Atm	Cdk2	2112380	2096601	10090.ENSMUSP00000113388	10090.ENSMUSP00000026416	0	0	0	0	0.052	0.06	0.9	0.789	0.978
Cenpa	Kif2c	2112931	2104499	10090.ENSMUSP00000122831	10090.ENSMUSP00000064261	0	0	0	0	0.546	0.11	0.9	0.538	0.978
Mad2l1	Incenp	2110075	2096332	10090.ENSMUSP00000098897	10090.ENSMUSP00000025562	0	0	0	0	0.653	0	0.9	0.438	0.978
Bub3	Ndc80	2107328	2096108	10090.ENSMUSP00000081547	10090.ENSMUSP00000024851	0	0	0	0	0.152	0.045	0.9	0.767	0.978
Cenpa	Ccnb1	2112931	2105622	10090.ENSMUSP00000122831	10090.ENSMUSP00000071989	0	0	0	0	0.697	0.115	0.9	0.302	0.978
Anapc10	Ccnb2	2101817	2099229	10090.ENSMUSP00000048244	10090.ENSMUSP00000034742	0	0	0	0	0.097	0.811	0.8	0.406	0.977
Cdk2	Cdc20	2096601	2093817	10090.ENSMUSP00000026416	10090.ENSMUSP00000006565	0	0	0	0	0.375	0.789	0	0.845	0.977
Ttk	Aurka	2104584	2097382	10090.ENSMUSP00000064839	10090.ENSMUSP00000028997	0	0	0	0.65	0.706	0.912	0	0.531	0.977
Sos1	Cbl	2104984	2100642	10090.ENSMUSP00000067786	10090.ENSMUSP00000041902	0	0	0	0	0.074	0.11	0.95	0.489	0.976
Cdc27	Ccnb2	2108514	2099229	10090.ENSMUSP00000091452	10090.ENSMUSP00000034742	0	0	0	0	0.097	0.739	0.8	0.562	0.976
Kif2c	Cdk1	2104499	2094764	10090.ENSMUSP00000064261	10090.ENSMUSP00000020099	0	0	0	0	0.622	0.109	0.9	0.371	0.976
Bub3	Cdc16	2107328	2101759	10090.ENSMUSP00000081547	10090.ENSMUSP00000047950	0	0	0	0	0.165	0.554	0.9	0.454	0.976
Ccnb1	Incenp	2105622	2096332	10090.ENSMUSP00000071989	10090.ENSMUSP00000025562	0	0	0	0	0.73	0	0.9	0.211	0.976
Cenpa	Plk1	2112931	2098695	10090.ENSMUSP00000122831	10090.ENSMUSP00000033154	0	0	0	0	0.566	0.072	0.9	0.464	0.975
Cdca8	Aurka	2107296	2097382	10090.ENSMUSP00000081319	10090.ENSMUSP00000028997	0	0	0	0	0.839	0.105	0.708	0.491	0.975
Trp53	Ccna2	2111141	2097462	10090.ENSMUSP00000104298	10090.ENSMUSP00000029270	0	0	0	0	0.067	0.101	0.95	0.484	0.975
Acly	Fasn	2110942	2102627	10090.ENSMUSP00000103012	10090.ENSMUSP00000052872	0	0	0	0	0.668	0.064	0.8	0.655	0.975
Mdm2	Cdk1	2094859	2094764	10090.ENSMUSP00000020408	10090.ENSMUSP00000020099	0	0	0	0	0.052	0.1	0.935	0.6	0.975
Bub3	Incenp	2107328	2096332	10090.ENSMUSP00000081547	10090.ENSMUSP00000025562	0	0	0	0	0.199	0	0.9	0.703	0.974
Bub3	Anapc1	2107328	2094204	10090.ENSMUSP00000081547	10090.ENSMUSP00000014499	0	0	0	0	0.098	0.554	0.9	0.447	0.974
Cdc16	Plk1	2101759	2098695	10090.ENSMUSP00000047950	10090.ENSMUSP00000033154	0	0	0	0	0.139	0.461	0.9	0.487	0.973
Bub3	Cdk1	2107328	2094764	10090.ENSMUSP00000081547	10090.ENSMUSP00000020099	0	0	0	0	0.298	0.08	0.9	0.633	0.973
Irs1	Irs2	2104432	2100009	10090.ENSMUSP00000063795	10090.ENSMUSP00000038514	0	0	0	0.787	0	0.463	0.941	0.952	0.973
Kif2c	Ccnb2	2104499	2099229	10090.ENSMUSP00000064261	10090.ENSMUSP00000034742	0	0	0	0	0.568	0.115	0.9	0.375	0.972
Aurka	Aurkb	2097382	2095125	10090.ENSMUSP00000028997	10090.ENSMUSP00000021277	0	0	0.527	0.967	0.727	0.047	0.9	0.783	0.972
Ube2c	Anapc1	2107801	2094204	10090.ENSMUSP00000085581	10090.ENSMUSP00000014499	0	0	0	0	0	0.674	0.9	0.196	0.971
Cenpa	Ccnb2	2112931	2099229	10090.ENSMUSP00000122831	10090.ENSMUSP00000034742	0	0	0	0	0.561	0.115	0.9	0.355	0.971
Acly	Pck1	2110942	2097389	10090.ENSMUSP00000103012	10090.ENSMUSP00000029017	0	0	0	0	0.067	0	0.925	0.62	0.971
Irs1	Akt1	2104432	2093284	10090.ENSMUSP00000063795	10090.ENSMUSP00000001780	0	0	0	0	0.051	0.109	0.218	0.961	0.97
Mdm4	Chek2	2105341	2104828	10090.ENSMUSP00000070411	10090.ENSMUSP00000066679	0	0	0	0	0.05	0.111	0.9	0.692	0.97
Aurka	Ndc80	2097382	2096108	10090.ENSMUSP00000028997	10090.ENSMUSP00000024851	0	0	0	0	0.75	0.395	0.393	0.707	0.969
Ccnb1	Aurka	2105622	2097382	10090.ENSMUSP00000071989	10090.ENSMUSP00000028997	0	0	0	0	0.904	0.17	0	0.638	0.969
Rps6kb1	Eif4ebp1	2112781	2098910	10090.ENSMUSP00000119715	10090.ENSMUSP00000033880	0	0	0	0	0	0.316	0.218	0.947	0.969
Chek1	Wrn	2099199	2098950	10090.ENSMUSP00000034625	10090.ENSMUSP00000033990	0	0	0	0	0.132	0.223	0.9	0.582	0.968
Ccna2	Mdm2	2097462	2094859	10090.ENSMUSP00000029270	10090.ENSMUSP00000020408	0	0	0	0	0.078	0.062	0.95	0.349	0.968
H2afx	Cdk2	2102373	2096601	10090.ENSMUSP00000051432	10090.ENSMUSP00000026416	0	0	0	0	0.097	0.17	0.9	0.619	0.967
Lmna	Cdk1	2097617	2094764	10090.ENSMUSP00000029699	10090.ENSMUSP00000020099	0	0	0	0	0.144	0.111	0.9	0.618	0.967
Ttk	Cdc20	2104584	2093817	10090.ENSMUSP00000064839	10090.ENSMUSP00000006565	0	0	0	0	0.843	0.564	0	0.562	0.967
Bub3	Plk1	2107328	2098695	10090.ENSMUSP00000081547	10090.ENSMUSP00000033154	0	0	0	0	0.255	0	0.9	0.579	0.966
Insr	Cbl	2108203	2100642	10090.ENSMUSP00000088837	10090.ENSMUSP00000041902	0	0	0	0	0.049	0.11	0.883	0.703	0.966
Anapc10	Ccna2	2101817	2097462	10090.ENSMUSP00000048244	10090.ENSMUSP00000029270	0	0	0	0	0.157	0.507	0.9	0.295	0.966
Trp53	Mre11a	2111141	2099107	10090.ENSMUSP00000104298	10090.ENSMUSP00000034405	0	0	0	0	0	0	0.9	0.674	0.966
Rps6kb1	Rictor	2112781	2102432	10090.ENSMUSP00000119715	10090.ENSMUSP00000051809	0	0	0	0	0.112	0.585	0.27	0.891	0.966
Mdm2	Pten	2094859	2094170	10090.ENSMUSP00000020408	10090.ENSMUSP00000013807	0	0	0	0	0.052	0	0.9	0.672	0.966
Chek1	Cdk2	2099199	2096601	10090.ENSMUSP00000034625	10090.ENSMUSP00000026416	0	0	0.389	0.699	0.29	0.316	0.9	0.902	0.965
Mtor	Pten	2110226	2094170	10090.ENSMUSP00000099510	10090.ENSMUSP00000013807	0	0	0	0	0.073	0.396	0.131	0.937	0.965
Bub3	Kif2c	2107328	2104499	10090.ENSMUSP00000081547	10090.ENSMUSP00000064261	0	0	0	0	0.115	0.313	0.9	0.501	0.965
Grb2	Igf1r	2095072	2093723	10090.ENSMUSP00000021090	10090.ENSMUSP00000005671	0	0	0	0	0.051	0.181	0.901	0.588	0.964
Shc1	Igf1r	2108594	2093723	10090.ENSMUSP00000091940	10090.ENSMUSP00000005671	0	0	0	0	0.076	0.191	0.901	0.578	0.964
Wrn	Rad17	2098950	2095404	10090.ENSMUSP00000033990	10090.ENSMUSP00000022136	0	0	0	0	0.126	0.218	0.9	0.536	0.964
Cenpa	Bub1	2112931	2097328	10090.ENSMUSP00000122831	10090.ENSMUSP00000028858	0	0	0	0	0.572	0.074	0.72	0.706	0.963
Cdc27	Ube2c	2108514	2107801	10090.ENSMUSP00000091452	10090.ENSMUSP00000085581	0	0	0	0	0.101	0	0.9	0.629	0.963
Cdk2	Cdk1	2096601	2094764	10090.ENSMUSP00000026416	10090.ENSMUSP00000020099	0	0	0.526	0.97	0.384	0.416	0.901	0.837	0.963
Mre11a	Cdk2	2099107	2096601	10090.ENSMUSP00000034405	10090.ENSMUSP00000026416	0	0	0	0	0.116	0.157	0.9	0.555	0.962
Cdkn1a	Cdk1	2095964	2094764	10090.ENSMUSP00000023829	10090.ENSMUSP00000020099	0	0	0	0	0	0.622	0.528	0.807	0.962
Cenpa	Bub3	2112931	2107328	10090.ENSMUSP00000122831	10090.ENSMUSP00000081547	0	0	0	0	0.115	0.108	0.9	0.572	0.961
Trp53	Egfr	2111141	2094834	10090.ENSMUSP00000104298	10090.ENSMUSP00000020329	0	0	0	0	0	0.099	0.528	0.917	0.961
Mtor	Irs2	2110226	2100009	10090.ENSMUSP00000099510	10090.ENSMUSP00000038514	0	0	0	0	0.051	0.212	0.873	0.639	0.961
Ep300	Crebbp	2104849	2095752	10090.ENSMUSP00000066789	10090.ENSMUSP00000023165	0	0	0	0.953	0.144	0.113	0.95	0.693	0.96
Mad1l1	Ndc80	2098220	2096108	10090.ENSMUSP00000031534	10090.ENSMUSP00000024851	0	0	0	0	0.15	0.167	0.9	0.509	0.96
Kif2c	Aurka	2104499	2097382	10090.ENSMUSP00000064261	10090.ENSMUSP00000028997	0	0	0	0	0.729	0.115	0.361	0.773	0.96
Bub1	Incenp	2097328	2096332	10090.ENSMUSP00000028858	10090.ENSMUSP00000025562	0	0	0	0	0.563	0	0.528	0.823	0.96
Cenpe	Cdc20	2103478	2093817	10090.ENSMUSP00000057938	10090.ENSMUSP00000006565	0	0	0	0	0.811	0.17	0	0.768	0.96
Bub3	Birc5	2107328	2106931	10090.ENSMUSP00000081547	10090.ENSMUSP00000079124	0	0	0	0	0.142	0	0.9	0.568	0.959
Ccnb2	Incenp	2099229	2096332	10090.ENSMUSP00000034742	10090.ENSMUSP00000025562	0	0	0	0	0.556	0	0.9	0.158	0.959
Trp53	Wrn	2111141	2098950	10090.ENSMUSP00000104298	10090.ENSMUSP00000033990	0	0	0	0	0	0.162	0.9	0.556	0.959
Cdc16	Ccna2	2101759	2097462	10090.ENSMUSP00000047950	10090.ENSMUSP00000029270	0	0	0	0	0.195	0.185	0.9	0.46	0.959
Ccnb1	Cdc16	2105622	2101759	10090.ENSMUSP00000071989	10090.ENSMUSP00000047950	0	0	0	0	0.113	0.322	0.9	0.378	0.957
Birc5	Bub1	2106931	2097328	10090.ENSMUSP00000079124	10090.ENSMUSP00000028858	0	0	0	0	0.785	0	0.528	0.613	0.957
Cdc27	Aurkb	2108514	2095125	10090.ENSMUSP00000091452	10090.ENSMUSP00000021277	0	0	0	0	0.137	0.111	0.9	0.503	0.956
Cdc27	Aurka	2108514	2097382	10090.ENSMUSP00000091452	10090.ENSMUSP00000028997	0	0	0	0	0.145	0.105	0.9	0.503	0.956
Fasn	Mcat	2102627	2102400	10090.ENSMUSP00000052872	10090.ENSMUSP00000051569	0.084	0	0	0	0	0	0.943	0.21	0.955
Cdc27	Ccna2	2108514	2097462	10090.ENSMUSP00000091452	10090.ENSMUSP00000029270	0	0	0	0	0.088	0.243	0.9	0.432	0.955
Bub3	Cdca8	2107328	2107296	10090.ENSMUSP00000081547	10090.ENSMUSP00000081319	0	0	0	0	0.129	0	0.9	0.529	0.955
Irs2	Akt1	2100009	2093284	10090.ENSMUSP00000038514	10090.ENSMUSP00000001780	0	0	0	0	0.051	0.099	0.218	0.94	0.954
Cenpa	Cenpe	2112931	2103478	10090.ENSMUSP00000122831	10090.ENSMUSP00000057938	0	0	0	0	0.498	0.11	0.72	0.679	0.954
Fasn	Oxsm	2102627	2095461	10090.ENSMUSP00000052872	10090.ENSMUSP00000022311	0.046	0.002	0	0.659	0	0	0.946	0.464	0.954
Mad1l1	Aurka	2098220	2097382	10090.ENSMUSP00000031534	10090.ENSMUSP00000028997	0	0	0	0	0.078	0.911	0	0.466	0.952
Mdm2	Igf1r	2094859	2093723	10090.ENSMUSP00000020408	10090.ENSMUSP00000005671	0	0	0	0	0.052	0.564	0.825	0.423	0.952
Ccna2	Bub1	2097462	2097328	10090.ENSMUSP00000029270	10090.ENSMUSP00000028858	0	0	0	0	0.886	0.1	0.252	0.431	0.95
Rps6kb1	Tsc2	2112781	2109084	10090.ENSMUSP00000119715	10090.ENSMUSP00000094986	0	0	0	0	0.053	0.589	0.347	0.827	0.95
