Time,TH,ErrTH,H,Prob[Insulin--mTORC1_S6K1--Senescence],ErrProb[Insulin--mTORC1_S6K1--Senescence],Prob[Senescence--AKT],ErrProb[Senescence--AKT],Prob[<nil>],ErrProb[<nil>],Prob[p21--mTORC1_S6K1],ErrProb[p21--mTORC1_S6K1],Prob[Insulin--p21],ErrProb[Insulin--p21],Prob[Insulin--p21--AKT],ErrProb[Insulin--p21--AKT],Prob[mTORC1_S6K1--Senescence--AKT],ErrProb[mTORC1_S6K1--Senescence--AKT],Prob[p21--mTORC1_S6K1--Senescence],ErrProb[p21--mTORC1_S6K1--Senescence],Prob[Insulin--p21--mTORC1_S6K1--AKT],ErrProb[Insulin--p21--mTORC1_S6K1--AKT],Prob[Insulin--p21--mTORC1_S6K1--Senescence],ErrProb[Insulin--p21--mTORC1_S6K1--Senescence],Prob[mTORC1_S6K1--Senescence],ErrProb[mTORC1_S6K1--Senescence],Prob[Insulin--p21--mTORC1_S6K1--Senescence--AKT],ErrProb[Insulin--p21--mTORC1_S6K1--Senescence--AKT],Prob[Insulin--Senescence],ErrProb[Insulin--Senescence],Prob[Insulin--mTORC1_S6K1],ErrProb[Insulin--mTORC1_S6K1],Prob[Insulin--p21--Senescence--AKT],ErrProb[Insulin--p21--Senescence--AKT],Prob[p21--Senescence--AKT],ErrProb[p21--Senescence--AKT],Prob[Senescence],ErrProb[Senescence],Prob[Insulin--mTORC1_S6K1--AKT],ErrProb[Insulin--mTORC1_S6K1--AKT],Prob[Insulin--Senescence--AKT],ErrProb[Insulin--Senescence--AKT],Prob[p21--mTORC1_S6K1--AKT],ErrProb[p21--mTORC1_S6K1--AKT],Prob[Insulin--AKT],ErrProb[Insulin--AKT],Prob[Insulin],ErrProb[Insulin],Prob[p21--mTORC1_S6K1--Senescence--AKT],ErrProb[p21--mTORC1_S6K1--Senescence--AKT],Prob[p21--AKT],ErrProb[p21--AKT],Prob[p21--Senescence],ErrProb[p21--Senescence],Prob[mTORC1_S6K1--AKT],ErrProb[mTORC1_S6K1--AKT],Prob[AKT],ErrProb[AKT],Prob[Insulin--p21--mTORC1_S6K1],ErrProb[Insulin--p21--mTORC1_S6K1],Prob[mTORC1_S6K1],ErrProb[mTORC1_S6K1],Prob[Insulin--mTORC1_S6K1--Senescence--AKT],ErrProb[Insulin--mTORC1_S6K1--Senescence--AKT],Prob[p21],ErrProb[p21],Prob[Insulin--p21--Senescence],ErrProb[Insulin--p21--Senescence],mTORC1_S6K1,p21,<nil>,Senescence,Insulin,AKT
87.4,0.0461,0.003,1.9859,0.004297,0.000895,0.0,0.0,0.0,0.0,0.0,0.0,0.26005,0.006176,0.000653,0.00035,0.0,0.0,0.0,0.0,0.0004,0.000283,0.54068,0.007026999999999999,0.0,0.0,0.0022789999999999998,0.000661,0.000611,0.000322,0.047096,0.002967,0.00041900000000000005,0.000283,0.0,0.0,0.0,0.0,0.030342,0.002419,0.000181,0.000181,0.0,0.0,0.003936,0.00088,0.04322,0.002845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03383,0.002496,0.0,0.0,0.001812,0.000579,0.0,0.0,0.030194,0.002363,0.660736,0.8685050000000001,0.0,0.5804730000000001,1.0,0.040022
87.5,0.0451,0.0029,1.9851,0.005301,0.001005,0.0,0.0,0.0,0.0,0.0,0.0,0.26167199999999996,0.006186,0.000609,0.000307,0.0,0.0,0.0,0.0,0.0004980000000000001,0.000291,0.539729,0.0070290000000000005,0.0,0.0,0.001934,0.000602,0.000608,0.000346,0.04707,0.002964,0.0004,0.000283,0.0,0.0,0.0,0.0,0.030851999999999997,0.002433,0.0002,0.0002,0.0,0.0,0.0036869999999999997,0.000851,0.042687,0.00282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03324,0.00247,0.0,0.0,0.001586,0.000535,0.0,0.0,0.029927999999999996,0.002362,0.66021,0.8680100000000001,0.0,0.579686,1.0000010000000001,0.039765999999999996
87.6,0.0436,0.0029,1.9861,0.005416,0.001029,0.0,0.0,0.0,0.0,0.0,0.0,0.262083,0.006189,0.001064,0.000446,0.0,0.0,0.0,0.0,0.00074,0.00037,0.539521,0.007037000000000001,0.0,0.0,0.0018859999999999999,0.0006,0.000606,0.000346,0.047852,0.002994,0.00026000000000000003,0.00020899999999999998,0.0,0.0,0.0,0.0,0.031043,0.002444,0.0002,0.0002,0.0,0.0,0.003811,0.000858,0.041858,0.0027949999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033116,0.002473,0.0,0.0,0.001184,0.000468,0.0,0.0,0.029361,0.002356,0.6607580000000001,0.868031,0.0,0.578434,1.0000010000000001,0.040188
87.7,0.0437,0.0028,1.9862,0.005013,0.0009689999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.262071,0.006194,0.001,0.00044699999999999997,0.0,0.0,0.0,0.0,0.001064,0.000443,0.5403140000000001,0.007028,0.0,0.0,0.0020469999999999998,0.0006219999999999999,0.0008,0.0004,0.047927,0.0029809999999999997,0.0002,0.0002,0.0,0.0,0.0,0.0,0.030983999999999998,0.002443,0.0002,0.0002,0.0,0.0,0.004228,0.00091,0.041408999999999994,0.002781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031778,0.0023940000000000003,0.0,0.0,0.001234,0.000491,0.0,0.0,0.029731,0.002372,0.660361,0.8682049999999999,0.0,0.579539,1.0,0.04095699999999999
87.8,0.0433,0.0029,1.9799,0.004816,0.0009599999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.263687,0.006207,0.000796,0.000386,0.0,0.0,0.0,0.0,0.0008210000000000001,0.00037999999999999997,0.540682,0.007031999999999999,0.0,0.0,0.002059,0.000614,0.0008,0.0004,0.047693,0.002982,0.000148,0.000148,0.0,0.0,0.0,0.0,0.031012,0.002436,0.000252,0.000207,0.0,0.0,0.004528,0.0009390000000000001,0.039501999999999995,0.002726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031632,0.002424,0.0,0.0,0.0015199999999999999,0.000537,0.0,0.0,0.030052999999999996,0.002365,0.6602349999999999,0.8698779999999999,0.0,0.58033,1.0000010000000001,0.041136
87.9,0.0444,0.0029,1.9885,0.005299,0.000993,0.0,0.0,0.0,0.0,0.0,0.0,0.263876,0.0062,0.0008869999999999999,0.000399,0.0,0.0,0.0,0.0,0.000889,0.000408,0.539259,0.007031,0.0,0.0,0.001955,0.000618,0.000681,0.00035099999999999997,0.048043,0.0029920000000000003,7.5e-05,7.5e-05,0.0,0.0,0.0,0.0,0.030895999999999996,0.002438,0.00035,0.00025,0.0,0.0,0.004899000000000001,0.0009789999999999998,0.038618,0.002681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032733,0.0024519999999999998,0.0,0.0,0.0018030000000000001,0.000588,0.0,0.0,0.029736000000000002,0.002355,0.6608770000000002,0.86941,0.0,0.579158,0.999999,0.041754
88.0,0.0433,0.0028,1.9876,0.005301,0.001007,0.0,0.0,0.0,0.0,0.0,0.0,0.26461,0.006205,0.001425,0.000526,0.0,0.0,0.0,0.0,0.001032,0.000421,0.539704,0.007034,0.0,0.0,0.0015710000000000001,0.000552,0.0008,0.0004,0.04654,0.002951,0.0,0.0,0.0,0.0,0.0,0.0,0.031098,0.002448,0.0002,0.0002,0.0,0.0,0.0049770000000000005,0.000987,0.038158,0.002676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033598,0.002472,0.0,0.0,0.002186,0.000659,0.0,0.0,0.028799,0.0023239999999999997,0.66103,0.870739,0.0,0.5785609999999999,0.999999,0.042489000000000006
88.1,0.0451,0.0029,1.9842,0.0054670000000000005,0.000998,0.0,0.0,0.0,0.0,0.0,0.0,0.265608,0.006221,0.001466,0.000533,0.0,0.0,0.0,0.0,0.001184,0.000475,0.540138,0.007028,0.0,0.0,0.0017640000000000002,0.000588,0.0008,0.0004,0.04626,0.002944,0.0,0.0,0.0,0.0,0.0,0.0,0.031051,0.002447,0.0002,0.0002,0.0,0.0,0.004952000000000001,0.000977,0.038582,0.002691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032175999999999996,0.002437,0.0,0.0,0.002012,0.0006320000000000001,0.0,0.0,0.028342000000000003,0.002299,0.660052,0.870678,0.0,0.578723,1.0000019999999998,0.042629
88.2,0.0437,0.0029,1.9896,0.005733,0.001037,0.0,0.0,0.0,0.0,0.0,0.0,0.266663,0.006227,0.0016579999999999998,0.0005610000000000001,0.0,0.0,0.0,0.0,0.001164,0.000436,0.538317,0.007035,0.0,0.0,0.0011359999999999999,0.000458,0.0006309999999999999,0.000348,0.046811,0.002954,0.00042199999999999996,0.000248,0.0,0.0,0.0,0.0,0.031506,0.0024649999999999997,0.0002,0.0002,0.0,0.0,0.004893,0.0009789999999999998,0.037631,0.0026420000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031557999999999996,0.002418,0.0,0.0,0.0020800000000000003,0.0006219999999999999,0.0,0.0,0.029598000000000003,0.0023510000000000002,0.658305,0.8705160000000001,0.0,0.5781170000000001,1.000001,0.04305899999999999
88.3,0.044,0.0029,1.9863,0.005771,0.001049,0.0,0.0,0.0,0.0,0.0,0.0,0.267316,0.006236,0.0020510000000000003,0.0006259999999999999,0.0,0.0,0.0,0.0,0.0012109999999999998,0.000472,0.538662,0.007031999999999999,0.0,0.0,0.001161,0.00045700000000000005,0.000482,0.000295,0.04796,0.002973,0.000795,0.000398,0.0,0.0,0.0,0.0,0.031486,0.0024530000000000003,0.0002,0.0002,0.0,0.0,0.004453,0.000925,0.03657,0.00262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030895999999999996,0.00237,0.0,0.0,0.001719,0.00056,0.0,0.0,0.029266000000000004,0.0023420000000000003,0.658866,0.871358,0.0,0.578056,0.9999990000000001,0.043076
88.4,0.0464,0.003,1.9833,0.005591,0.00103,0.0,0.0,0.0,0.0,0.0,0.0,0.26821100000000003,0.006241,0.002144,0.00063,0.0,0.0,0.0,0.0,0.001076,0.000453,0.53815,0.007035,0.0,0.0,0.001235,0.000471,0.00042300000000000004,0.000283,0.047944,0.002996,0.0007469999999999999,0.000376,0.0,0.0,0.0,0.0,0.030966000000000004,0.002442,0.0002,0.0002,0.0,0.0,0.004416,0.0009199999999999999,0.036025,0.002605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031814,0.00243,0.0,0.0,0.001399,0.000503,0.0,0.0,0.029660000000000002,0.002356,0.6581750000000001,0.873037,0.0,0.5774050000000001,1.0000010000000001,0.042183
88.5,0.0445,0.0029,1.9827,0.0052450000000000005,0.000989,0.0,0.0,0.0,0.0,0.0,0.0,0.267812,0.0062369999999999995,0.0018739999999999998,0.000599,0.0,0.0,0.0,0.0,0.001005,0.000426,0.538271,0.007039,0.0,0.0,0.001444,0.000513,0.000513,0.000271,0.048292,0.003,0.0006,0.000346,0.0,0.0,0.0,0.0,0.030602999999999998,0.002428,0.000144,0.000144,0.0,0.0,0.004721,0.000965,0.036331999999999996,0.002612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032935,0.0024690000000000003,0.0,0.0,0.001466,0.0005059999999999999,0.0,0.0,0.028742,0.002321,0.6592610000000001,0.8726830000000001,0.0,0.5764250000000001,0.9999990000000001,0.041857
88.6,0.0446,0.0029,1.9813,0.0047740000000000005,0.000951,0.0,0.0,0.0,0.0,0.0,0.0,0.268032,0.0062380000000000005,0.001718,0.0005780000000000001,0.0,0.0,0.0,0.0,0.001,0.00044699999999999997,0.537695,0.0070290000000000005,0.0,0.0,0.001486,0.0005110000000000001,0.0002,0.0002,0.048589999999999994,0.003015,0.000798,0.000399,0.0,0.0,0.0,0.0,0.030935,0.002435,0.0,0.0,0.0,0.0,0.004893,0.000981,0.035844,0.002591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033112,0.002477,0.0,0.0,0.001568,0.000542,0.0,0.0,0.029354,0.0023469999999999997,0.6591600000000001,0.8731949999999999,0.0,0.575875,0.9999990000000001,0.042398000000000005
88.7,0.0438,0.0029,1.9789,0.0050479999999999995,0.00098,0.0,0.0,0.0,0.0,0.0,0.0,0.268982,0.0062439999999999996,0.001559,0.000552,0.0,0.0,0.0,0.0,0.000917,0.000417,0.53777,0.007036,0.0,0.0,0.001553,0.000544,0.0002,0.0002,0.048964,0.003016,0.000794,0.000397,0.0,0.0,0.0,0.0,0.030991,0.0024460000000000003,6e-06,6e-06,0.0,0.0,0.004968,0.000981,0.034614,0.0025399999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032402,0.002432,0.0,0.0,0.001726,0.000566,0.0,0.0,0.029506,0.002359,0.6593709999999999,0.873483,0.0,0.576603,1.0,0.042514
88.8,0.0433,0.0028,1.9771,0.00524,0.00098,0.0,0.0,0.0,0.0,0.0,0.0,0.26984600000000003,0.006247,0.0012900000000000001,0.0004980000000000001,0.0,0.0,0.0,0.0,0.000973,0.000436,0.537449,0.007033,0.0,0.0,0.001363,0.000505,0.000204,0.0002,0.048073000000000005,0.003008,0.000688,0.000357,0.0,0.0,0.0,0.0,0.031277,0.002455,0.000279,0.000215,0.0,0.0,0.004646,0.000958,0.035172,0.002575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032304,0.002445,0.0,0.0,0.0016010000000000002,0.0005480000000000001,0.0,0.0,0.029594,0.00235,0.65828,0.873507,0.0,0.5764179999999999,0.999999,0.042116999999999995
88.9,0.0453,0.0029,1.9879,0.005947999999999999,0.001082,0.0,0.0,0.0,0.0,0.0,0.0,0.26954,0.006243,0.001116,0.000452,0.0,0.0,0.0,0.0,0.000647,0.000324,0.535502,0.00704,0.0,0.0,0.0013449999999999998,0.0005070000000000001,0.0007639999999999999,0.000383,0.047191000000000004,0.002967,0.000786,0.000393,0.0,0.0,0.0,0.0,0.031222000000000003,0.0024579999999999997,0.000202,0.0002,0.0,0.0,0.004571,0.00095,0.035907999999999995,0.002606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034638999999999996,0.002506,0.0,0.0,0.001469,0.000533,0.0,0.0,0.02915,0.0023239999999999997,0.657963,0.872725,0.0,0.5751660000000001,1.0,0.041358000000000006
89.0,0.0457,0.0029,1.9921,0.006091,0.0010789999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.26960500000000004,0.006253,0.0016,0.0005650000000000001,0.0,0.0,0.0,0.0,0.00031099999999999997,0.000229,0.534292,0.00703,0.0,0.0,0.0014810000000000001,0.00053,0.000822,0.000391,0.047156,0.0029690000000000003,0.000489,0.000296,0.0,0.0,0.0,0.0,0.031278,0.002456,0.0002,0.0002,0.0,0.0,0.004189,0.000901,0.034647000000000004,0.002546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035686,0.0025510000000000003,0.0,0.0,0.001628,0.000566,0.0,0.0,0.030525,0.0023940000000000003,0.6579229999999999,0.873989,0.0,0.575528,1.0,0.041176
89.1,0.0473,0.003,1.9991,0.005889,0.0010710000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.26683,0.006225,0.001418,0.000529,0.0,0.0,0.0,0.0,0.0004,0.000283,0.533879,0.00704,0.0,0.0,0.0014,0.000529,0.0008,0.0004,0.046926999999999996,0.0029530000000000003,0.0004,0.000283,0.0,0.0,0.0,0.0,0.031745999999999996,0.0024649999999999997,0.0002,0.0002,0.0,0.0,0.0038420000000000004,0.0008710000000000001,0.034337,0.002534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038069,0.0026449999999999998,0.0,0.0,0.001582,0.000546,0.0,0.0,0.03228,0.00246,0.659892,0.874676,0.0,0.57643,0.9999989999999999,0.040988
89.2,0.0482,0.003,1.9986,0.005266,0.001001,0.0,0.0,0.0,0.0,0.0,0.0,0.265475,0.006220000000000001,0.001384,0.000523,0.0,0.0,0.0,0.0,0.000399,0.00025,0.534471,0.007035,0.0,0.0,0.001403,0.0005110000000000001,0.000927,0.00042,0.046624,0.00294,0.0004,0.000283,0.0,0.0,0.0,0.0,0.031564999999999996,0.0024649999999999997,0.000162,0.000162,0.0,0.0,0.0037170000000000003,0.0008470000000000001,0.034497,0.0025399999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039252999999999996,0.002673,0.0,0.0,0.001515,0.000532,0.0,0.0,0.032942,0.00249,0.660496,0.8757270000000001,0.0,0.577086,1.0,0.040545
89.3,0.0508,0.0031,1.9978,0.005448,0.001029,0.0,0.0,0.0,0.0,0.0,0.0,0.265809,0.006229,0.0012369999999999998,0.000491,0.0,0.0,0.0,0.0,0.0004,0.000283,0.534728,0.007035,0.0,0.0,0.001216,0.00046100000000000004,0.001,0.00044699999999999997,0.045799,0.002932,0.000363,0.000258,0.0,0.0,0.0,0.0,0.03162,0.0024649999999999997,0.00011,0.00011,0.0,0.0,0.00381,0.000867,0.034707,0.00257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037926,0.002644,0.0,0.0,0.0018960000000000001,0.000602,0.0,0.0,0.033932,0.0025239999999999998,0.659033,0.8756109999999999,0.0,0.5786929999999999,1.0000010000000001,0.040652
89.4,0.0514,0.0031,1.9872,0.005111,0.000992,0.0,0.0,0.0,0.0,0.0,0.0,0.267472,0.006236,0.0014210000000000002,0.0005110000000000001,0.0,0.0,0.0,0.0,0.000458,0.000286,0.536628,0.007037000000000001,0.0,0.0,0.001485,0.00053,0.0009519999999999999,0.000414,0.044768,0.002898,0.00024300000000000002,0.000204,0.0,0.0,0.0,0.0,0.032444,0.0024980000000000002,0.00014,0.000121,0.0,0.0,0.004214,0.0009,0.03361,0.002516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036157999999999996,0.002579,0.0,0.0,0.0017010000000000003,0.000558,0.0,0.0,0.033197000000000004,0.002509,0.658753,0.877062,0.0,0.579457,1.0000019999999998,0.042106000000000005
89.5,0.0502,0.0031,1.9838,0.004866,0.000944,0.0,0.0,0.0,0.0,0.0,0.0,0.266569,0.006219,0.0013859999999999999,0.000524,0.0,0.0,0.0,0.0,0.0006,0.000346,0.537892,0.007031,0.0,0.0,0.001086,0.000425,0.001,0.00044699999999999997,0.046036,0.002925,0.0004,0.000283,0.0,0.0,0.0,0.0,0.032047000000000006,0.002482,0.000365,0.000259,0.0,0.0,0.0042710000000000005,0.0009140000000000001,0.033996,0.002512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035028,0.002538,0.0,0.0,0.001318,0.00049,0.0,0.0,0.033139999999999996,0.0024850000000000002,0.658873,0.876101,0.0,0.5800670000000001,1.0,0.04147300000000001
89.6,0.05,0.0031,1.9775,0.004861,0.0009699999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.266477,0.006221,0.0016710000000000002,0.000563,0.0,0.0,0.0,0.0,0.000523,0.000298,0.538896,0.007034,0.0,0.0,0.000793,0.000363,0.000736,0.00037,0.046922000000000005,0.002961,0.00040199999999999996,0.000279,0.0,0.0,0.0,0.0,0.031622000000000004,0.002468,0.0004,0.000283,0.0,0.0,0.00424,0.0008990000000000001,0.035795999999999994,0.002574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033908999999999995,0.002495,0.0,0.0,0.001318,0.000478,0.0,0.0,0.031435000000000005,0.002432,0.658844,0.874106,0.0,0.578841,1.0000010000000001,0.040969000000000005
89.7,0.0484,0.003,1.9761,0.005107,0.000991,0.0,0.0,0.0,0.0,0.0,0.0,0.266667,0.006226,0.001809,0.0005679999999999999,0.0,0.0,0.0,0.0,0.0006129999999999999,0.00034700000000000003,0.538655,0.007036,0.0,0.0,0.0006,0.000346,0.000513,0.000279,0.047853,0.002986,0.0004,0.000283,0.0,0.0,0.0,0.0,0.031682999999999996,0.0024690000000000003,0.0004,0.000283,0.0,0.0,0.003932,0.0008640000000000001,0.036253,0.0026079999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033904000000000004,0.002506,0.0,0.0,0.0014,0.000529,0.0,0.0,0.030211000000000002,0.0023710000000000003,0.659815,0.872859,0.0,0.577286,0.9999999999999999,0.040837
89.8,0.0478,0.003,1.9684,0.005514,0.0010119999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.270658,0.006254,0.001998,0.0006309999999999999,0.0,0.0,0.0,0.0,0.0008269999999999999,0.000395,0.53865,0.00703,0.0,0.0,0.000505,0.000285,0.000534,0.00031299999999999996,0.046916,0.00297,0.0004,0.000283,0.0,0.0,0.0,0.0,0.032108,0.002483,0.0004,0.000283,0.0,0.0,0.0038469999999999997,0.000863,0.034986,0.002574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032659,0.0024460000000000003,0.0,0.0,0.001782,0.000594,0.0,0.0,0.028216,0.002305,0.658961,0.8739129999999999,0.0,0.576001,0.9999999999999998,0.041867
89.9,0.0497,0.0031,1.9649,0.005455,0.001006,0.0,0.0,0.0,0.0,0.0,0.0,0.27093,0.006258,0.001887,0.000606,0.0,0.0,0.0,0.0,0.0009130000000000001,0.00041600000000000003,0.538941,0.007036,0.0,0.0,0.0006,0.000346,0.00047599999999999997,0.000293,0.046803,0.0029519999999999998,0.00039,0.000276,0.0,0.0,0.0,0.0,0.032086,0.002486,0.00044100000000000004,0.000286,0.0,0.0,0.0036829999999999996,0.0008470000000000001,0.035537,0.0025800000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031989,0.0024170000000000003,0.0,0.0,0.001492,0.000523,0.0,0.0,0.028379,0.002316,0.6582790000000001,0.8740290000000002,0.0,0.576174,1.000002,0.041492
90.0,0.05,0.0031,1.9675,0.005529999999999999,0.0010140000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.27018000000000003,0.006251,0.002503,0.000695,0.0,0.0,0.0,0.0,0.0007469999999999999,0.000376,0.539075,0.007031,0.0,0.0,0.000898,0.00040599999999999995,0.000368,0.00022799999999999999,0.046159,0.0029289999999999997,0.0002,0.0002,0.0,0.0,0.0,0.0,0.031766,0.002473,0.0005,0.000292,0.0,0.0,0.0037090000000000005,0.000848,0.037388,0.002637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03168,0.002414,0.0,0.0,0.0013,0.000495,0.0,0.0,0.027998000000000002,0.002284,0.6571550000000002,0.8732810000000001,0.0,0.575869,1.0000010000000001,0.04162300000000001
90.1,0.047,0.003,1.9757,0.005115,0.00099,0.0,0.0,0.0,0.0,0.0,0.0,0.269282,0.006242,0.002553,0.000697,0.0,0.0,0.0,0.0,0.0009710000000000001,0.000404,0.5377310000000001,0.007031999999999999,0.0,0.0,0.000805,0.0004,0.000475,0.000292,0.04785,0.00299,0.0002,0.0002,0.0,0.0,0.0,0.0,0.031722,0.002471,0.0006,0.000346,0.0,0.0,0.003692,0.000851,0.036544,0.0026219999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032314999999999997,0.002428,0.0,0.0,0.0011949999999999999,0.000488,0.0,0.0,0.028949000000000003,0.002318,0.6577040000000001,0.8728060000000002,0.0,0.5750700000000001,0.9999990000000002,0.041738
90.2,0.0468,0.003,1.9745,0.004749000000000001,0.0009550000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.26934400000000003,0.006246,0.002445,0.000682,0.0,0.0,0.0,0.0,0.001373,0.00048600000000000005,0.5387430000000001,0.007034,0.0,0.0,0.000704,0.000336,0.000708,0.00036,0.048976,0.0030239999999999998,0.0002,0.0002,0.0,0.0,0.0,0.0,0.031488,0.002463,0.0006,0.000346,0.0,0.0,0.004177,0.000907,0.035772000000000005,0.002589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030239,0.0023539999999999998,0.0,0.0,0.001403,0.000512,0.0,0.0,0.02908,0.0023420000000000003,0.657675,0.872128,0.0,0.5761870000000001,1.0000010000000001,0.042390000000000004
90.3,0.0492,0.003,1.9765,0.004496,0.0009279999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.267915,0.0062380000000000005,0.002517,0.0006900000000000001,0.0,0.0,0.0,0.0,0.00126,0.000484,0.539143,0.007037000000000001,0.0,0.0,0.00067,0.00035299999999999996,0.0006,0.000346,0.048567,0.002994,6e-06,6e-06,0.0,0.0,0.0,0.0,0.031667,0.002466,0.0006,0.000346,0.0,0.0,0.004547,0.000947,0.035422,0.002574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0324,0.002437,0.0,0.0,0.0016940000000000002,0.000573,0.0,0.0,0.028495999999999997,0.0023239999999999997,0.6598970000000001,0.872407,0.0,0.5757050000000001,1.0,0.042961000000000006
90.4,0.0502,0.0031,1.9719,0.00442,0.0009310000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.268879,0.0062380000000000005,0.002466,0.0006940000000000001,0.0,0.0,0.0,0.0,0.001213,0.00047300000000000006,0.539814,0.007031999999999999,0.0,0.0,0.0008449999999999999,0.00038500000000000003,0.00059,0.000322,0.048831,0.0030239999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.031656000000000004,0.002468,0.00045099999999999996,0.00028700000000000004,0.0,0.0,0.0049770000000000005,0.000993,0.033007,0.0024879999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032917,0.002461,0.0,0.0,0.0018670000000000002,0.000582,0.0,0.0,0.028068,0.002284,0.6615630000000001,0.8742019999999999,0.0,0.576055,1.000001,0.043475
90.5,0.0493,0.0031,1.9786,0.004445,0.0009119999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.267986,0.006227,0.002807,0.000733,0.0,0.0,0.0,0.0,0.001489,0.00053,0.539763,0.007035,0.0,0.0,0.000653,0.00035,0.000593,0.000331,0.048979,0.003022,0.000165,0.00011999999999999999,0.0,0.0,0.0,0.0,0.031116,0.002448,0.0004,0.000283,0.0,0.0,0.004915999999999999,0.000982,0.03213,0.002461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034082,0.0024879999999999998,0.0,0.0,0.0022,0.000663,0.0,0.0,0.028276999999999997,0.002294,0.6627269999999998,0.8752219999999999,0.0,0.5764959999999999,1.000001,0.04374599999999999
90.6,0.0463,0.003,1.9801,0.0045119999999999995,0.0009140000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.267943,0.006229999999999999,0.003015,0.0007559999999999999,0.0,0.0,0.0,0.0,0.0012490000000000001,0.000482,0.539813,0.007031999999999999,0.0,0.0,0.000736,0.000368,0.0006,0.000346,0.047768,0.002973,0.0004,0.000283,0.0,0.0,0.0,0.0,0.031311,0.002449,0.0004,0.000283,0.0,0.0,0.004586,0.000942,0.032062,0.002451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035961,0.002554,0.0,0.0,0.002245,0.0006259999999999999,0.0,0.0,0.027399,0.002258,0.663595,0.8765160000000001,0.0,0.576105,0.9999999999999999,0.043941999999999995
