Time	TH	ErrTH	H	Prob[p21--AKT]	ErrProb[p21--AKT]	Prob[Insulin--p21]	ErrProb[Insulin--p21]	Prob[Insulin--p21--Senescence--AKT]	ErrProb[Insulin--p21--Senescence--AKT]	Prob[Insulin--Senescence--AKT]	ErrProb[Insulin--Senescence--AKT]	Prob[mTORC1_S6K1--Senescence]	ErrProb[mTORC1_S6K1--Senescence]	Prob[Insulin--p21--mTORC1_S6K1--Senescence]	ErrProb[Insulin--p21--mTORC1_S6K1--Senescence]	Prob[p21--mTORC1_S6K1--AKT]	ErrProb[p21--mTORC1_S6K1--AKT]	Prob[mTORC1_S6K1]	ErrProb[mTORC1_S6K1]	Prob[Insulin--mTORC1_S6K1--Senescence--AKT]	ErrProb[Insulin--mTORC1_S6K1--Senescence--AKT]	Prob[Insulin--p21--AKT]	ErrProb[Insulin--p21--AKT]	Prob[Insulin--Senescence]	ErrProb[Insulin--Senescence]	Prob[p21--Senescence--AKT]	ErrProb[p21--Senescence--AKT]	Prob[Insulin--AKT]	ErrProb[Insulin--AKT]	Prob[mTORC1_S6K1--AKT]	ErrProb[mTORC1_S6K1--AKT]	Prob[p21--mTORC1_S6K1--Senescence]	ErrProb[p21--mTORC1_S6K1--Senescence]	Prob[p21--Senescence]	ErrProb[p21--Senescence]	Prob[Insulin--mTORC1_S6K1--Senescence]	ErrProb[Insulin--mTORC1_S6K1--Senescence]	Prob[p21]	ErrProb[p21]	Prob[Insulin--mTORC1_S6K1--AKT]	ErrProb[Insulin--mTORC1_S6K1--AKT]	Prob[mTORC1_S6K1--Senescence--AKT]	ErrProb[mTORC1_S6K1--Senescence--AKT]	Prob[AKT]	ErrProb[AKT]	Prob[Insulin--p21--mTORC1_S6K1--Senescence--AKT]	ErrProb[Insulin--p21--mTORC1_S6K1--Senescence--AKT]	Prob[Senescence]	ErrProb[Senescence]	Prob[Senescence--AKT]	ErrProb[Senescence--AKT]	Prob[Insulin--mTORC1_S6K1]	ErrProb[Insulin--mTORC1_S6K1]	Prob[p21--mTORC1_S6K1--Senescence--AKT]	ErrProb[p21--mTORC1_S6K1--Senescence--AKT]	Prob[<nil>]	ErrProb[<nil>]	Prob[Insulin--p21--mTORC1_S6K1--AKT]	ErrProb[Insulin--p21--mTORC1_S6K1--AKT]	Prob[Insulin--p21--mTORC1_S6K1]	ErrProb[Insulin--p21--mTORC1_S6K1]	Prob[Insulin--p21--Senescence]	ErrProb[Insulin--p21--Senescence]	Prob[Insulin]	ErrProb[Insulin]	Prob[p21--mTORC1_S6K1]	ErrProb[p21--mTORC1_S6K1]	
19.3000	0.0369	0.0061	2.1145	0	0	0.186813	0.012260	0.002000	0.001414	0.004871	0.002177	0	0	0.158663	0.011516	0	0	0	0	0.010443	0.003163	0.001490	0.001064	0.001000	0.001000	0	0	0.014469	0.003672	0	0	0	0	0	0	0.002000	0.001414	0	0	0.528722	0.015787	0	0	0	0	0.003835	0.001920	0	0	0	0	0.029693	0.005348	0	0	0	0	0.001000	0.001000	0.011447	0.003198	0.013018	0.003500	0.030536	0.005292	0	0	
19.4000	0.0333	0.0058	2.1009	0	0	0.188242	0.012343	0.002000	0.001414	0.003669	0.001854	0	0	0.160341	0.011580	0	0	0	0	0.011371	0.003320	0.000674	0.000674	0.001000	0.001000	0	0	0.016746	0.003969	0	0	0	0	0	0	0.002744	0.001512	0	0	0.528408	0.015768	0	0	0	0	0.003000	0.001730	0	0	0	0	0.027854	0.005071	0	0	0	0	0.001000	0.001000	0.011067	0.003245	0.010947	0.003253	0.030936	0.005361	0	0	
19.5000	0.0312	0.0056	2.1031	0	0	0.187138	0.012278	0.002000	0.001414	0.003000	0.001730	0	0	0.158433	0.011537	0	0	0	0	0.010057	0.003148	0	0	0.001498	0.001117	0	0	0.018514	0.004235	0	0	0	0	0	0	0.004000	0.001997	0	0	0.530025	0.015773	0	0	0	0	0.003000	0.001730	0	0	0	0	0.025927	0.004866	0	0	0	0	0.001104	0.001005	0.012636	0.003445	0.011131	0.003226	0.031536	0.005346	0	0	
19.6000	0.0298	0.0055	2.1168	0	0	0.186040	0.012270	0.001236	0.001027	0.002635	0.001549	0	0	0.157178	0.011509	0	0	0	0	0.011165	0.003265	0.000195	0.000195	0.002000	0.001414	0	0	0.019570	0.004354	0	0	0	0	0	0	0.003200	0.001742	0	0	0.530000	0.015791	0	0	0	0	0.003822	0.001914	0	0	0	0	0.025775	0.004949	0	0	0	0	0.002000	0.001414	0.014686	0.003670	0.010981	0.003294	0.029518	0.005295	0	0	
19.7000	0.0318	0.0056	2.1099	0	0	0.187550	0.012324	0.001000	0.001000	0.002000	0.001414	0	0	0.157000	0.011510	0	0	0	0	0.012000	0.003445	0	0	0.002000	0.001414	0	0	0.020000	0.004429	0	0	0	0	0	0	0.003000	0.001730	0	0	0.530057	0.015789	0	0	0	0	0.004000	0.001997	0	0	0	0	0.023976	0.004838	0	0	0	0	0.001943	0.001374	0.018339	0.004217	0.010000	0.003148	0.027135	0.005098	0	0	
19.8000	0.0356	0.0059	2.1065	0	0	0.186463	0.012305	0.001000	0.001000	0.002000	0.001414	0	0	0.155174	0.011392	0	0	0	0	0.012974	0.003494	0	0	0.002000	0.001414	0	0	0.018418	0.004169	0	0	0	0	0	0	0.002276	0.001281	0	0	0.531602	0.015780	0	0	0	0	0.003332	0.001761	0	0	0	0	0.023039	0.004676	0	0	0	0	0.001000	0.001000	0.020687	0.004443	0.012094	0.003298	0.027941	0.005103	0	0	
19.9000	0.0368	0.0058	2.1044	0	0	0.186387	0.012280	0.001000	0.001000	0.001633	0.001183	0	0	0.153969	0.011391	0	0	0	0	0.012920	0.003563	0	0	0.001481	0.001109	0	0	0.016968	0.004018	0	0	0	0	0	0	0.001541	0.001136	0	0	0.532285	0.015779	0	0	0	0	0.003000	0.001730	0	0	0	0	0.025652	0.004946	0	0	0	0	0.001898	0.001343	0.018349	0.004129	0.014893	0.003736	0.028023	0.005150	0	0	
20.0000	0.0376	0.0060	2.0906	0	0	0.185253	0.012237	0.001000	0.001000	0.001000	0.001000	0	0	0.154167	0.011419	0	0	0	0	0.011718	0.003375	0	0	0.001000	0.001000	0	0	0.016418	0.003982	0	0	0	0	0	0	0.001000	0.001000	0	0	0.533831	0.015768	0	0	0	0	0.003603	0.001832	0	0	0	0	0.027893	0.005162	0	0	0	0	0.001397	0.001075	0.018919	0.004220	0.013957	0.003687	0.028843	0.005217	0	0	
20.1000	0.0378	0.0060	2.0847	0	0	0.188588	0.012325	0.001000	0.001000	0.001000	0.001000	0	0	0.151673	0.011302	0	0	0	0	0.011211	0.003230	0	0	0.001000	0.001000	0	0	0.017000	0.004090	0	0	0	0	0	0	0.000595	0.000595	0	0	0.534188	0.015766	0	0	0	0	0.004323	0.001993	0	0	0	0	0.027777	0.005113	0	0	0	0	0.001000	0.001000	0.017713	0.004116	0.015494	0.003789	0.027438	0.005082	0	0	
20.2000	0.0380	0.0059	2.0598	0	0	0.188974	0.012336	0.001000	0.001000	0.001648	0.001191	0	0	0.153701	0.011350	0	0	0	0	0.011775	0.003343	0	0	0.000615	0.000615	0	0	0.016118	0.003971	0	0	0	0	0	0	0	0	0	0	0.537793	0.015768	0	0	0	0	0.003577	0.001823	0	0	0	0	0.023090	0.004743	0	0	0	0	0.001928	0.001364	0.015646	0.003744	0.015564	0.003790	0.028572	0.005201	0	0	
20.3000	0.0365	0.0060	2.0529	0	0	0.187324	0.012334	0.001000	0.001000	0.002000	0.001414	0	0	0.153271	0.011379	0	0	0	0	0.011637	0.003286	0	0	0	0	0	0	0.014570	0.003738	0	0	0	0	0	0	0	0	0	0	0.538986	0.015756	0	0	0	0	0.002377	0.001462	0	0	0	0	0.022286	0.004613	0	0	0	0	0.002000	0.001414	0.014570	0.003667	0.018519	0.004236	0.031461	0.005484	0	0	
20.4000	0.0348	0.0056	2.0542	0	0	0.185432	0.012217	0.000275	0.000275	0.002682	0.001568	0	0	0.153006	0.011363	0	0	0	0	0.010219	0.003133	0	0	0	0	0	0	0.013593	0.003611	0	0	0	0	0	0	0	0	0	0	0.539942	0.015762	0	0	0	0	0.002725	0.001588	0	0	0	0	0.019168	0.004288	0	0	0	0	0.002000	0.001414	0.021261	0.004476	0.018171	0.004077	0.031526	0.005419	0	0	
20.5000	0.0358	0.0059	2.0518	0	0	0.185634	0.012279	0	0	0.003000	0.001730	0	0	0.151132	0.011310	0	0	0	0	0.008933	0.002967	0	0	0	0	0	0	0.013087	0.003585	0	0	0	0	0	0	0.000012	0.000012	0	0	0.540980	0.015762	0	0	0	0	0.003000	0.001730	0	0	0	0	0.019583	0.004310	0	0	0	0	0.002217	0.001430	0.023480	0.004693	0.016718	0.004000	0.032223	0.005544	0	0	
20.6000	0.0361	0.0059	2.0602	0	0	0.185943	0.012283	0	0	0.002692	0.001569	0	0	0.149564	0.011273	0	0	0	0	0.007291	0.002653	0	0	0.000285	0.000285	0	0	0.013991	0.003709	0	0	0	0	0	0	0.001000	0.001000	0	0	0.541741	0.015757	0	0	0	0	0.003000	0.001730	0	0	0	0	0.020108	0.004427	0	0	0	0	0.003305	0.001756	0.023575	0.004764	0.015788	0.003876	0.031716	0.005513	0	0	
20.7000	0.0337	0.0056	2.0478	0	0	0.184393	0.012225	0	0	0.001000	0.001000	0	0	0.151316	0.011289	0	0	0	0	0.007804	0.002704	0	0	0.001000	0.001000	0	0	0.014130	0.003654	0	0	0	0	0	0	0.000833	0.000657	0	0	0.543780	0.015733	0	0	0	0	0.002449	0.001482	0	0	0	0	0.021968	0.004519	0	0	0	0	0.003327	0.001760	0.020462	0.004312	0.016870	0.004043	0.030668	0.005379	0	0	
20.8000	0.0337	0.0056	2.0380	0	0	0.186112	0.012288	0	0	0.001000	0.001000	0	0	0.152225	0.011357	0	0	0	0	0.008963	0.002976	0	0	0.001000	0.001000	0	0	0.012127	0.003434	0	0	0	0	0	0	0.001000	0.001000	0	0	0.544358	0.015743	0	0	0	0	0.002305	0.001446	0	0	0	0	0.023554	0.004719	0	0	0	0	0.003628	0.001829	0.019067	0.004320	0.015154	0.003800	0.029506	0.005270	0	0	
20.9000	0.0298	0.0053	2.0291	0	0	0.182342	0.012174	0	0	0.001000	0.001000	0	0	0.154042	0.011419	0	0	0	0	0.008685	0.002894	0	0	0.001000	0.001000	0	0	0.010169	0.003118	0	0	0	0	0	0	0.001000	0.001000	0	0	0.546093	0.015741	0	0	0	0	0.002044	0.001414	0	0	0	0	0.024178	0.004845	0	0	0	0	0.003000	0.001730	0.019423	0.004280	0.014000	0.003717	0.033024	0.005591	0	0	
21.0000	0.0316	0.0055	2.0301	0	0	0.178889	0.012069	0.000258	0.000258	0.000358	0.000358	0	0	0.154407	0.011386	0	0	0	0	0.007196	0.002645	0	0	0.001642	0.001188	0	0	0.008000	0.002819	0	0	0	0	0	0	0.001210	0.001022	0	0	0.547628	0.015738	0	0	0	0	0.003544	0.001795	0	0	0	0	0.024393	0.004848	0	0	0	0	0.003000	0.001730	0.020426	0.004316	0.012625	0.003474	0.036423	0.005880	0	0	
21.1000	0.0358	0.0059	2.0334	0	0	0.179806	0.012125	0.001000	0.001000	0	0	0	0	0.154528	0.011423	0	0	0	0	0.008360	0.002807	0	0	0.002000	0.001414	0	0	0.007597	0.002691	0	0	0	0	0	0	0.001228	0.001025	0	0	0.546468	0.015743	0	0	0	0	0.002412	0.001472	0	0	0	0	0.025945	0.004935	0	0	0	0	0.003000	0.001730	0.019974	0.004338	0.012617	0.003493	0.035065	0.005746	0	0	
21.2000	0.0396	0.0062	2.0295	0	0	0.179366	0.012059	0.001000	0.001000	0	0	0	0	0.154232	0.011402	0	0	0	0	0.009000	0.002988	0	0	0.002000	0.001414	0	0	0.006993	0.002543	0	0	0	0	0	0	0.001000	0.001000	0	0	0.547000	0.015749	0	0	0	0	0.002000	0.001414	0	0	0	0	0.026558	0.005060	0	0	0	0	0.003000	0.001730	0.021729	0.004587	0.011181	0.003190	0.034941	0.005623	0	0	
21.3000	0.0387	0.0063	2.0319	0	0	0.177605	0.012036	0.000332	0.000332	0.000668	0.000668	0	0	0.153165	0.011349	0	0	0	0	0.008944	0.002970	0	0	0.001400	0.001077	0	0	0.006000	0.002443	0	0	0	0	0	0	0.001000	0.001000	0	0	0.547982	0.015729	0	0	0	0	0.002000	0.001414	0	0	0	0	0.027026	0.005068	0	0	0	0	0.002527	0.001508	0.022411	0.004523	0.014878	0.003750	0.034062	0.005658	0	0	
21.4000	0.0366	0.0061	2.0077	0	0	0.179008	0.012058	0	0	0.001000	0.001000	0	0	0.154793	0.011410	0	0	0	0	0.008000	0.002819	0	0	0.001000	0.001000	0	0	0.005855	0.002388	0	0	0	0	0	0	0.000476	0.000476	0	0	0.550000	0.015740	0	0	0	0	0.002459	0.001485	0	0	0	0	0.026359	0.005030	0	0	0	0	0.002000	0.001414	0.024035	0.004725	0.013714	0.003652	0.031301	0.005404	0	0	
21.5000	0.0368	0.0061	1.9897	0	0	0.180461	0.012139	0	0	0.001000	0.001000	0	0	0.159010	0.011538	0	0	0	0	0.008000	0.002819	0.000673	0.000673	0.001000	0.001000	0	0	0.004361	0.002021	0	0	0	0	0	0	0	0	0	0	0.550018	0.015726	0	0	0	0	0.003470	0.001770	0	0	0	0	0.025858	0.004983	0	0	0	0	0.001758	0.001194	0.019623	0.004294	0.012390	0.003455	0.032379	0.005561	0	0	
21.6000	0.0383	0.0061	2.0034	0	0	0.177748	0.012061	0	0	0.000876	0.000876	0	0	0.159145	0.011537	0	0	0	0	0.007766	0.002745	0.001229	0.001026	0.001000	0.001000	0	0	0.005865	0.002351	0	0	0	0	0	0	0	0	0	0	0.550494	0.015726	0	0	0	0	0.005768	0.002358	0	0	0	0	0.025892	0.005015	0	0	0	0	0.001000	0.001000	0.018860	0.004204	0.013204	0.003581	0.031154	0.005464	0	0	
21.7000	0.0357	0.0058	2.0015	0	0	0.177926	0.012040	0	0	0	0	0	0	0.158052	0.011509	0	0	0	0	0.006867	0.002533	0.002000	0.001414	0.001000	0.001000	0	0	0.007743	0.002726	0	0	0	0	0	0	0	0	0	0	0.552078	0.015709	0	0	0	0	0.005767	0.002358	0	0	0	0	0.027019	0.005053	0	0	0	0	0.001950	0.001379	0.017027	0.003965	0.013050	0.003471	0.029521	0.005271	0	0	
21.8000	0.0390	0.0062	2.0160	0	0	0.172296	0.011912	0	0	0	0	0	0	0.157205	0.011491	0	0	0	0	0.007269	0.002600	0.002000	0.001414	0.001000	0.001000	0	0	0.007820	0.002688	0	0	0	0	0	0	0	0	0	0	0.552841	0.015712	0	0	0	0	0.004482	0.002035	0	0	0	0	0.027598	0.005159	0	0	0	0	0.001899	0.001344	0.019636	0.004285	0.014801	0.003765	0.031155	0.005445	0	0	
21.9000	0.0393	0.0064	2.0269	0	0	0.170109	0.011846	0	0	0.000945	0.000945	0	0	0.156911	0.011476	0	0	0	0	0.006055	0.002444	0.002000	0.001414	0.001000	0.001000	0	0	0.009000	0.002988	0	0	0	0	0	0	0	0	0	0	0.553000	0.015730	0	0	0	0	0.005000	0.002232	0	0	0	0	0.023978	0.004829	0	0	0	0	0.001000	0.001000	0.022200	0.004529	0.016775	0.004003	0.032028	0.005562	0	0	
22.0000	0.0401	0.0065	2.0174	0	0	0.169914	0.011851	0.000224	0.000224	0.001000	0.001000	0	0	0.158214	0.011538	0	0	0	0	0.005148	0.002236	0.001081	0.001003	0.001000	0.001000	0	0	0.009919	0.003124	0	0	0	0	0	0	0	0	0	0	0.553852	0.015723	0	0	0	0	0.004776	0.002141	0	0	0	0	0.024717	0.004892	0	0	0	0	0.001000	0.001000	0.020827	0.004502	0.016959	0.004080	0.031368	0.005428	0	0	
22.1000	0.0402	0.0065	2.0331	0	0	0.169298	0.011825	0.001000	0.001000	0.001000	0.001000	0	0	0.158428	0.011501	0	0	0	0	0.005691	0.002335	0.001660	0.001198	0.001000	0.001000	0	0	0.009720	0.003040	0	0	0	0	0	0	0.001143	0.000835	0	0	0.553754	0.015711	0	0	0	0	0.003479	0.001765	0	0	0	0	0.024380	0.004749	0	0	0	0	0.001864	0.001176	0.019406	0.004249	0.017000	0.004004	0.031177	0.005398	0	0	
22.2000	0.0392	0.0064	2.0518	0	0	0.167601	0.011718	0.001931	0.001366	0.001000	0.001000	0	0	0.155840	0.011449	0	0	0	0	0.005992	0.002440	0.002000	0.001414	0.001000	0.001000	0	0	0.008256	0.002829	0	0	0	0	0	0	0.002000	0.001414	0	0	0.555387	0.015714	0	0	0	0	0.004461	0.001994	0	0	0	0	0.025150	0.004888	0	0	0	0	0.003632	0.001753	0.017988	0.003996	0.016542	0.003929	0.031220	0.005402	0	0	
22.3000	0.0374	0.0062	2.0335	0	0	0.165832	0.011736	0.002000	0.001414	0.001921	0.001359	0	0	0.157982	0.011518	0	0	0	0	0.004808	0.002153	0.001734	0.001240	0.001000	0.001000	0	0	0.006609	0.002472	0	0	0	0	0	0	0.002000	0.001414	0	0	0.558759	0.015694	0	0	0	0	0.005000	0.002232	0	0	0	0	0.024172	0.004803	0	0	0	0	0.004022	0.001997	0.016475	0.003939	0.015072	0.003787	0.032613	0.005593	0	0	
22.4000	0.0397	0.0064	2.0240	0	0	0.168426	0.011783	0.002000	0.001414	0.002000	0.001414	0	0	0.157822	0.011513	0	0	0	0	0.004000	0.001997	0.001890	0.001254	0.001000	0.001000	0	0	0.007370	0.002663	0	0	0	0	0	0	0.002000	0.001414	0	0	0.559630	0.015699	0	0	0	0	0.005000	0.002232	0	0	0	0	0.023050	0.004685	0	0	0	0	0.005842	0.002383	0.015046	0.003706	0.012342	0.003359	0.032582	0.005595	0	0	
22.5000	0.0384	0.0062	2.0235	0	0	0.170882	0.011881	0.002000	0.001414	0.002000	0.001414	0	0	0.157368	0.011503	0	0	0	0	0.004503	0.002038	0.002265	0.001438	0.001000	0.001000	0	0	0.009427	0.002990	0	0	0	0	0	0	0.002000	0.001414	0	0	0.559158	0.015704	0	0	0	0	0.005297	0.002187	0	0	0	0	0.025620	0.004928	0	0	0	0	0.006254	0.002418	0.013725	0.003589	0.008812	0.002871	0.029687	0.005284	0	0	
22.6000	0.0379	0.0060	2.0154	0	0	0.172612	0.011924	0.001623	0.001178	0.002000	0.001414	0	0	0.154924	0.011407	0	0	0	0	0.006000	0.002443	0.002082	0.001382	0.001000	0.001000	0	0	0.010055	0.003148	0	0	0	0	0	0	0.002000	0.001414	0	0	0.561209	0.015688	0	0	0	0	0.004000	0.001997	0	0	0	0	0.027423	0.005075	0	0	0	0	0.005458	0.002256	0.012247	0.003312	0.011113	0.003110	0.026252	0.005037	0	0	
22.7000	0.0377	0.0060	2.0074	0	0	0.172597	0.011946	0.001000	0.001000	0.001482	0.001110	0	0	0.153714	0.011402	0	0	0	0	0.005179	0.002181	0.002000	0.001414	0.001302	0.000940	0	0	0.010883	0.003208	0	0	0	0	0	0	0.002000	0.001414	0	0	0.563146	0.015666	0	0	0	0	0.004833	0.002162	0	0	0	0	0.026968	0.005044	0	0	0	0	0.004462	0.002025	0.012639	0.003451	0.012618	0.003473	0.025176	0.004886	0	0	
22.8000	0.0378	0.0061	1.9979	0	0	0.171530	0.011886	0.000902	0.000902	0.000291	0.000291	0	0	0.153430	0.011385	0	0	0	0	0.004405	0.002037	0.002098	0.001417	0.001000	0.001000	0	0	0.010410	0.003173	0	0	0	0	0	0	0.002000	0.001414	0	0	0.564304	0.015681	0	0	0	0	0.005360	0.002260	0	0	0	0	0.026421	0.005001	0	0	0	0	0.004000	0.001997	0.014362	0.003665	0.012805	0.003499	0.026684	0.005003	0	0	
22.9000	0.0355	0.0056	1.9985	0	0	0.168167	0.011779	0	0	0	0	0	0	0.152144	0.011304	0	0	0	0	0.003074	0.001732	0.002944	0.001699	0.001000	0.001000	0	0	0.010000	0.003148	0	0	0	0	0	0	0.002655	0.001557	0	0	0.566200	0.015671	0	0	0	0	0.006000	0.002443	0	0	0	0	0.023657	0.004722	0	0	0	0	0.004000	0.001997	0.016559	0.003847	0.014096	0.003643	0.029503	0.005257	0	0	
23.0000	0.0328	0.0056	1.9930	0	0	0.168885	0.011798	0.000966	0.000966	0	0	0	0	0.152016	0.011348	0	0	0	0	0.002908	0.001679	0.002000	0.001414	0.001000	0.001000	0	0	0.008275	0.002715	0	0	0	0	0	0	0.003000	0.001730	0	0	0.567422	0.015658	0	0	0	0	0.006000	0.002443	0	0	0	0	0.021912	0.004623	0	0	0	0	0.004000	0.001997	0.015156	0.003769	0.016874	0.004054	0.029586	0.005249	0	0	
23.1000	0.0362	0.0057	1.9795	0	0	0.170657	0.011839	0.001000	0.001000	0	0	0	0	0.151314	0.011299	0	0	0	0	0.002827	0.001636	0.002000	0.001414	0.001000	0.001000	0	0	0.007632	0.002677	0	0	0	0	0	0	0.002057	0.001187	0	0	0.568638	0.015651	0	0	0	0	0.005173	0.002238	0	0	0	0	0.022607	0.004631	0	0	0	0	0.004000	0.001997	0.016299	0.003890	0.016805	0.003964	0.027993	0.005132	0	0	
23.2000	0.0379	0.0059	1.9582	0	0	0.172623	0.011907	0.001000	0.001000	0	0	0	0	0.152937	0.011385	0	0	0	0	0.003000	0.001730	0.001821	0.001293	0.000819	0.000819	0	0	0.008179	0.002824	0	0	0	0	0	0	0.001647	0.001117	0	0	0.570064	0.015652	0	0	0	0	0.005469	0.002279	0	0	0	0	0.022369	0.004578	0	0	0	0	0.003531	0.001809	0.015421	0.003854	0.013527	0.003606	0.027593	0.005073	0	0	
23.3000	0.0321	0.0056	1.9342	0	0	0.174747	0.011968	0.001000	0.001000	0	0	0	0	0.153685	0.011377	0	0	0	0	0.003861	0.001841	0.001000	0.001000	0	0	0	0	0.009000	0.002988	0	0	0	0	0	0	0.001199	0.001019	0	0	0.571498	0.015649	0	0	0	0	0.005737	0.002238	0	0	0	0	0.024032	0.004733	0	0	0	0	0.003000	0.001730	0.017140	0.003977	0.010461	0.003180	0.023639	0.004699	0	0	
23.4000	0.0300	0.0054	1.9399	0	0	0.168749	0.011789	0.001000	0.001000	0	0	0	0	0.156543	0.011449	0	0	0	0	0.005000	0.002232	0.000160	0.000160	0	0	0	0	0.009540	0.002969	0	0	0	0	0	0	0.001000	0.001000	0	0	0.571534	0.015646	0	0	0	0	0.005062	0.002232	0	0	0	0	0.026171	0.004994	0	0	0	0	0.003000	0.001730	0.017331	0.003926	0.010428	0.003176	0.024481	0.004750	0	0	
23.5000	0.0300	0.0054	1.9671	0	0	0.163324	0.011666	0.001160	0.000871	0.000628	0.000628	0	0	0.156653	0.011451	0	0	0	0	0.004661	0.002102	0	0	0.000887	0.000887	0	0	0.009003	0.002988	0	0	0	0	0	0	0.001867	0.001323	0	0	0.572216	0.015643	0	0	0	0	0.006193	0.002447	0	0	0	0	0.024257	0.004844	0	0	0	0	0.003271	0.001704	0.016997	0.004022	0.011829	0.003286	0.027053	0.005076	0	0	
23.6000	0.0295	0.0054	1.9723	0	0	0.162052	0.011626	0.001000	0.001000	0.001000	0.001000	0	0	0.154971	0.011426	0	0	0	0	0.003602	0.001822	0	0	0.001000	0.001000	0	0	0.009923	0.003125	0	0	0	0	0	0	0.002045	0.001414	0	0	0.573377	0.015630	0	0	0	0	0.007000	0.002638	0	0	0	0	0.023552	0.004712	0	0	0	0	0.002922	0.001687	0.016816	0.003990	0.013298	0.003588	0.027443	0.005068	0	0	
23.7000	0.0296	0.0053	1.9526	0	0	0.160239	0.011516	0.001000	0.001000	0.001000	0.001000	0	0	0.155954	0.011447	0	0	0	0	0.002730	0.001590	0	0	0.001000	0.001000	0	0	0.010651	0.003166	0	0	0	0	0	0	0.003000	0.001730	0	0	0.576827	0.015585	0	0	0	0	0.007000	0.002638	0	0	0	0	0.022010	0.004550	0	0	0	0	0.000677	0.000614	0.019002	0.004131	0.013167	0.003489	0.025742	0.004921	0	0	
23.8000	0.0278	0.0051	1.9254	0	0	0.160999	0.011568	0.000604	0.000604	0.001000	0.001000	0	0	0.158110	0.011524	0	0	0	0	0.003046	0.001731	0	0	0.001000	0.001000	0	0	0.011171	0.003304	0	0	0	0	0	0	0.003000	0.001730	0	0	0.579691	0.015609	0	0	0	0	0.006954	0.002621	0	0	0	0	0.018800	0.004257	0	0	0	0	0	0	0.018944	0.004180	0.012608	0.003472	0.024073	0.004772	0	0	
23.9000	0.0284	0.0053	1.9323	0	0	0.157079	0.011504	0	0	0.001000	0.001000	0	0	0.159310	0.011563	0	0	0	0	0.004000	0.001997	0	0	0.001000	0.001000	0	0	0.012000	0.003445	0	0	0	0	0	0	0.003000	0.001730	0	0	0.579675	0.015610	0	0	0	0	0.006762	0.002557	0	0	0	0	0.019445	0.004262	0	0	0	0	0	0	0.018468	0.004214	0.012931	0.003548	0.025330	0.004920	0	0	
24.0000	0.0314	0.0056	1.9390	0	0	0.155870	0.011419	0	0	0.001000	0.001000	0	0	0.158105	0.011539	0	0	0	0	0.005136	0.002152	0	0	0.001000	0.001000	0	0	0.012447	0.003472	0	0	0	0	0	0	0.001819	0.001156	0	0	0.579673	0.015606	0	0	0	0	0.006484	0.002490	0	0	0	0	0.021110	0.004482	0	0	0	0	0	0	0.021114	0.004450	0.013276	0.003550	0.022967	0.004736	0	0	
24.1000	0.0379	0.0061	1.9328	0	0	0.156898	0.011468	0	0	0.001000	0.001000	0	0	0.158139	0.011514	0	0	0	0	0.005480	0.002282	0	0	0.001000	0.001000	0	0	0.013729	0.003655	0	0	0	0	0	0	0.001000	0.001000	0	0	0.579791	0.015602	0	0	0	0	0.006000	0.002443	0	0	0	0	0.020209	0.004379	0	0	0	0	0.000048	0.000048	0.021364	0.004387	0.012480	0.003465	0.022862	0.004716	0	0	
24.2000	0.0404	0.0062	1.9502	0	0	0.151757	0.011259	0	0	0.001000	0.001000	0	0	0.158568	0.011539	0	0	0	0	0.004575	0.002038	0	0	0.001000	0.001000	0	0	0.014000	0.003717	0	0	0	0	0	0	0.001000	0.001000	0	0	0.580425	0.015600	0	0	0	0	0.006000	0.002443	0	0	0	0	0.022461	0.004647	0	0	0	0	0.001864	0.001321	0.021641	0.004435	0.012512	0.003481	0.023197	0.004647	0	0	
24.3000	0.0419	0.0064	1.9580	0	0	0.147015	0.011151	0	0	0.001000	0.001000	0	0	0.159768	0.011575	0	0	0	0	0.004913	0.002194	0	0	0.001000	0.001000	0	0	0.014735	0.003787	0	0	0	0	0	0	0.001000	0.001000	0	0	0.581077	0.015594	0	0	0	0	0.006000	0.002443	0	0	0	0	0.022275	0.004646	0	0	0	0	0.002000	0.001414	0.021816	0.004605	0.012219	0.003418	0.025182	0.004853	0	0	
24.4000	0.0424	0.0065	1.9478	0	0	0.146770	0.011160	0	0	0.001000	0.001000	0	0	0.161487	0.011616	0	0	0	0	0.004000	0.001997	0	0	0.001082	0.001003	0	0	0.014752	0.003790	0	0	0	0	0	0	0.001000	0.001000	0	0	0.582098	0.015602	0	0	0	0	0.006727	0.002547	0	0	0	0	0.021932	0.004561	0	0	0	0	0.002000	0.001414	0.020623	0.004384	0.011477	0.003326	0.025052	0.004822	0	0	
24.5000	0.0424	0.0063	1.9593	0	0	0.141723	0.010962	0.000977	0.000977	0.001000	0.001000	0	0	0.161926	0.011622	0	0	0	0	0.004000	0.001997	0	0	0.001000	0.001000	0	0	0.014018	0.003645	0	0	0	0	0	0	0.001919	0.001357	0	0	0.583676	0.015571	0	0	0	0	0.006023	0.002443	0	0	0	0	0.021419	0.004486	0	0	0	0	0.002000	0.001414	0.021849	0.004462	0.011220	0.003307	0.027252	0.005050	0	0	
