"","q","s","p"
"BCL-2_(Ab-70)",1.05586458333333,1.00766145833333,1.19634375
"NFkB-p65_(Phospho-Thr505)",1.02551041666667,1.00731770833333,1.07332291666667
"BAD_(Ab-112)",0.890958333333333,0.854963541666667,0.90421875
"BAD_(Ab-136)",1.11603125,1.15469270833333,1.32639583333333
"BAD_(Ab-155)",1.09144791666667,1.132,1.3985625
"Estrogen_Receptor-alpha_(Ab-104)",1.40764583333333,1.27634895833333,1.28228125
"Estrogen_Receptor-alpha_(Ab-106)",1.40570833333333,1.57427604166667,1.00685416666667
"Estrogen_Receptor-alpha_(Ab-118)",1.16280208333333,1.16975520833333,1.303875
"Estrogen_Receptor-alpha_(Ab-167)",1.23964583333333,1.28302083333333,1.49011458333333
"Progesterone_Receptor_(Ab-190)",1.378390625,1.261078125,1.39510416666667
"HER2_(Ab-877)",1.13447395833333,1.139609375,1.40322916666667
"HER2_(Ab-1221/1222)",0.941776041666667,1.00878125,0.823916666666667
"HER2_(Ab-1248)",1.13888020833333,1.21875520833333,1.13658333333333
"EGFR_(Ab-1070)",0.572953125,0.347260416666667,0.429479166666667
"EGFR_(Ab-1092)",0.973296875,0.862161458333333,0.868177083333333
"Connexin_43_(Ab-367)",1.40006770833333,1.381921875,1.17359375
"DAB1_(Ab-232)",1.11354166666667,1.11616145833333,1.78977083333333
"NFkB-p65_(Ab-311)",1.0794375,1.12100520833333,1.84929166666667
"GluR1_(Ab-849)",1.119921875,0.832541666666667,0.518927083333333
"GluR1_(Ab-863)",1.11133333333333,0.926177083333333,1.21561458333333
"HSF1_(Ab-303)",1.151515625,1.11034895833333,1.44035416666667
"EGFR_(Ab-1110)",1.042453125,1.026453125,1.04602083333333
"MARCKS_(Ab-163)",1.05594791666667,1.04310416666667,1.38245833333333
"Merlin_(Ab-518)",1.20833333333333,1.13175520833333,1.33221875
"Synapsin_(Ab-9)",1.20636458333333,1.058609375,1.34039583333333
"Histone_H2A.X_(Ab-139)",1.37877604166667,1.42478645833333,0.951989583333333
"P70S6K_(Ab-411)",1.1183125,1.09567708333333,1.3049375
"Tau_(Ab-422)",1.12974479166667,1.1303125,1.37663541666667
"Cortactin_(Ab-421)",1.191546875,1.03247395833333,1.94867708333333
"Cortactin_(Ab-466)",1.165421875,0.818354166666667,1.17625
"CREB_(Ab-129)",1.15077604166667,1.17059375,1.33360416666667
"DAB1_(Ab-220)",1.13756770833333,1.13330208333333,1.12936458333333
"DARPP-32_(Ab-34)",0.815994791666667,0.661416666666667,0.664927083333333
"Dok-1_(Ab-362)",1.20321354166667,1.13194270833333,1.13342708333333
"P70S6K_(Phospho-Ser371)",1.34376041666667,1.367203125,2.04196875
"P70S6K_(Phospho-Thr389)",1.12795833333333,1.14615625,2.20041666666667
"P70S6K_(Phospho-Ser418)",1.55229166666667,1.56269270833333,3.11919791666667
"P90RSK_(Phospho-Thr359/Ser363)",1.05690625,0.79009375,1.04285416666667
"P90RSK_(Phospho-Ser380)",1.16454166666667,1.18419270833333,1.27338541666667
"P90RSK_(Phospho-Thr573)",1.22694791666667,1.52465104166667,1.0600625
"PAK1_(Phospho-Thr212)",1.00232291666667,0.881208333333333,0.9645625
"PAK1/2/3_(Phospho-Thr423/402/421)",0.982755208333333,0.970942708333333,1.03471875
"PAK1/2/3_(Phospho-Ser141)",1.03377083333333,1.18024479166667,1.11613541666667
"PEA-15_(Phospho-Ser116)",1.14173958333333,1.17813541666667,1.27934375
"PKA_CAT_(Phospho-Thr197)",1.142453125,1.06982291666667,1.24385416666667
"PP2A-alpha_(Phospho-Tyr307)",1.65878125,1.40009375,1.40110416666667
"Raf1_(Phospho-Tyr341)",1.17908854166667,1.22805729166667,1.33190625
"Raf1_(Phospho-Ser621)",1.23511458333333,1.33076041666667,2.26334375
"RyR2_(Phospho-Ser2808)",1.13019270833333,1.32746354166667,1.45419791666667
"SYK_(Phospho-Tyr323)",1.10938020833333,1.093953125,1.35230208333333
"Synapsin_(Phospho-Ser62)",0.944375,1.01310416666667,1.01502083333333
"Tuberin/TSC2_(Phospho-Ser939)",0.983770833333333,0.906005208333333,0.994270833333334
"Tuberin/TSC2_(Phospho-Thr1462)",1.17640625,1.132609375,1.08611458333333
"VAV2_(Phospho-Tyr142)",1.00572916666667,0.901255208333333,1.22665625
"Catenin_beta_(Phospho-Tyr489)",0.790635416666667,0.943625,1.08632291666667
"CREB_(Phospho-Thr100)",0.891375,0.842739583333333,1.217375
"Ezrin_(Phospho-Tyr478)",0.976052083333333,1.0215,1.32726041666667
"p53_(Phospho-Ser366)",1.17124479166667,1.176875,1.17295833333333
"p53_(Phospho-Ser378)",1.13367708333333,1.122921875,1.44909375
"Rb_(Phospho-Ser608)",1.130203125,1.145828125,1.44775
"SRF_(Phospho-Ser77)",1.057734375,1.04830729166667,1.26597916666667
"Trk_A_(Phospho-Tyr701)",1.083953125,1.09888020833333,0.941239583333333
"Trk_A_(Phospho-Tyr680/681)",1.10357291666667,1.10631770833333,1.57311458333333
"Abl1_(Phospho-Thr754/735)",1.16136979166667,1.37107291666667,1.39934375
"B-RAF_(Phospho-Ser446)",0.886776041666667,1.07565625,1.15452083333333
"CaMK2-beta/gamma/delta_(Phospho-Thr287)",1.0814375,1.04990625,0.918135416666667
"MAP3K1/MEKK1_(Phospho-Thr1381)",1.095515625,0.976104166666667,1.15579166666667
"MKK3/MAP2K3_(Phospho-Thr222)",1.08805729166667,1.12397395833333,1.56179166666667
"MKK7/MAP2K7_(Phospho-Ser271)",0.957317708333333,1.03373958333333,1.09110416666667
"MKK7/MAP2K7_(Phospho-Thr275)",1.06041145833333,1.14253125,1.06139583333333
"MSK1_(Phospho-Ser212)",0.579421875,0.429203125,0.847364583333333
"MSK2_(Phospho-Thr568)",1.25746354166667,1.0536875,0.912260416666667
"VE-Cadherin_(Phospho-Tyr731)",1.36841145833333,2.25344270833333,1.19504166666667
"WWOX_(Phospho-Tyr33)",0.976713541666667,1.143765625,0.998822916666667
"Claudin_3_(Phospho-Tyr219)",0.898895833333333,0.847385416666667,0.852979166666667
"Claudin_6_(Phospho-Tyr219)",0.972901041666667,1.05117708333333,1.14991666666667
"Claudin_7_(Phospho-Tyr210)",0.927328125,0.975286458333333,0.925729166666667
"PLD2_(Phospho-Tyr169)",0.973125,1.010484375,1.01926041666667
"AMPK1/AMPK2_(Ab-485/491)",1.10748958333333,1.143484375,1.35598958333333
"MKK6/MAP2K6_(Ab-207)",0.95953125,1.04571875,0.985927083333333
"p38_MAPK_(Ab-180)",1.14139583333333,1.17902604166667,1.45372916666667
"Catenin_beta_(Ab-33)",1.035265625,0.915364583333333,1.19170833333333
"P70S6K_(Ab-421)",1.035171875,1.35592708333333,1.34588541666667
"GSK3_alpha/beta_(Ab-216/279)",1.13430729166667,1.15723958333333,1.30889583333333
"Caspase_8_(Ab-347)",0.994932291666667,0.804953125,0.92190625
"CDC25B_(Ab-323)",1.22276041666667,1.004921875,1.26854166666667
"Cyclin_B1_(Ab-126)",0.850598958333333,1.09404166666667,0.937208333333333
"Cyclin_E1_(Ab-395)",0.895,1.1399375,1.07029166666667
"KSR_(Ab-392)",0.819572916666667,0.852427083333333,1.09147916666667
"PLC_beta3_(Ab-1105)",0.786078125,0.79990625,0.96565625
"STAT5B_(Ab-731)",1.03444791666667,1.06154166666667,1.07698958333333
"PKC_pan_activation_site",1.12240104166667,1.14850520833333,1.19201041666667
"PKC_zeta_(Ab-560)",1.13547916666667,1.13441145833333,1.46444791666667
"PKD1/PKC_mu_(Ab-205)",1.12442708333333,1.17276041666667,1.47803125
"PKD1/PKC_mu_(Ab-463)",0.941791666666667,0.880598958333333,0.981552083333333
"PKD2_(Ab-876)",1.090828125,1.072875,1.71201041666667
"Rb_(Ab-811)",0.77240625,0.604161458333333,0.7343125
"Rb-like-2_(RBL2)(Ab-952)",1.185234375,1.157734375,1.51959375
"AKT1_(Ab-326)",1.03594791666667,0.9419375,1.02292708333333
"BAD_(Ab-91/128)",1.14234375,0.975416666666666,1.26646875
"BAD_(Ab-134)",1.005015625,1.16311979166667,1.16851041666667
"Calmodulin_(Ab-79/81)",0.256333333333333,0.189890625,0.449354166666667
"CaMK1-alpha_(Ab-177)",1.21521354166667,1.10064583333333,1.14496875
"CaMK4_(Ab-196/200)",1.3449375,1.03513020833333,1.35461458333333
"Caspase_9_(Ab-153)",2.5569375,1.759734375,1.915375
"Caspase_9_(Ab-144)",1.01773958333333,1.06333854166667,1.45672916666667
"Caspase_9_(Ab-196)",0.987520833333333,0.975317708333333,0.657020833333333
"Caspase_3_(Ab-150)",1.15041666666667,1.16100520833333,1.41883333333333
"Catalase_(Ab-385)",0.985098958333333,0.61034375,0.5806875
"Catenin_beta_(Ab-654)",0.945427083333333,0.812583333333333,0.773635416666667
"Fos_(Ab-374)",1.08221875,1.07505729166667,1.02459375
"Gab2_(Ab-623)",1.12191666666667,1.08225520833333,1.24745833333333
"MAPKAPK2_(Ab-272)",0.966380208333333,0.912255208333333,1.08045833333333
"MEF2C_(Ab-396)",1.08013020833333,0.992239583333333,1.17972916666667
"MKP-1/2_(Ab-296/318)",0.978109375,1.08521354166667,0.98959375
"NFAT3_(Ab-168/170)",1.14914583333333,1.0333125,1.170875
"SREBP-1_(Ab-439)",1.0561875,1.020734375,1.36345833333333
"Tuberin/TSC2_(Ab-981)",1.39280729166667,0.848546875,0.93546875
"MKK4/SEK1_(Ab-80)",1.12891145833333,1.05897395833333,0.83340625
"Ephrin_B2_(Ab-330)",1.08231770833333,1.07756770833333,1.00371875
"p130Cas_(Ab-410)",1.15901041666667,1.06119270833333,1.36861458333333
"PLCG1_(Ab-771)",1.92677083333333,1.66914583333333,1.73790625
"PLCG1_(Ab-783)",1.60052604166667,1.061765625,1.0834375
"LYN_(Ab-507)",0.480671875,0.744692708333333,0.50440625
"PLCG2_(Ab-753)",0.793395833333333,0.744057291666667,0.708208333333333
"ATF1_(Ab-63)",1.08350520833333,0.739348958333333,0.63753125
"CD19_(Ab-531)",1.44647395833333,1.12961979166667,1.26925
"ATPase_(Ab-16)",0.865390625,0.722875,0.963822916666667
"FGFR1_(Ab-766)",0.951536458333333,0.999994791666667,0.795041666666667
"AKT1_(Phospho-Thr308)",1.2649375,1.58522395833333,1.35154166666667
"PTEN_(Phospho-Ser380/Thr382/Thr383)",1.04525,0.942010416666667,1.09272916666667
"P95/NBS1_(Phospho-Ser343)",1.12958854166667,1.26360416666667,1.5826875
"P73_(Phospho-Tyr99)",0.9253125,1.105984375,1.28515625
"FAK_(Phospho-Tyr861)",1.00735416666667,1.17361458333333,1.27092708333333
"Integrin_beta-3_(Phospho-Tyr773)",1.00569791666667,1.10372916666667,1.05741666666667
"Chk2_(Phospho-Thr68)",0.96565625,1.01894270833333,1.05183333333333
"PTEN_(Phospho-Ser370)",0.987682291666667,0.976864583333333,1.37938541666667
"Ezrin_(Phospho-Tyr353)",1.03133333333333,1.178828125,1.126625
"BCL-2_(Phospho-Thr56)",1.03493229166667,1.09339583333333,1.0628125
"BCL-2_(Phospho-Ser70)",1.06604166666667,1.11852083333333,1.49240625
"BCL-XL_(Phospho-Ser62)",0.883473958333333,0.970348958333333,0.739322916666667
"BAD_(Phospho-Ser112)",0.886322916666667,1.28178645833333,1.05511458333333
"BAD_(Phospho-Ser136)",1.09282291666667,1.02990625,1.13304166666667
"BAD_(Phospho-Ser155)",0.90178125,1.16724479166667,1.28388541666667
"Estrogen_Receptor-alpha_(Phospho-Ser104)",1.081359375,1.15551041666667,1.18697916666667
"Estrogen_Receptor-alpha_(Phospho-Ser106)",1.054234375,1.19830729166667,0.991552083333334
"Estrogen_Receptor-alpha_(Phospho-Ser118)",0.956088541666667,0.943708333333333,0.838364583333333
"Estrogen_Receptor-alpha_(Phospho-Ser167)",0.856052083333333,0.996854166666667,1.04507291666667
"Synuclein_alpha_(Phospho-Tyr125)",1.20528645833333,1.29256770833333,1.26834375
"Tau_(Phospho-Thr212)",0.85071875,1.02996875,1.27260416666667
"Connexin_43_(Phospho-Ser367)",1.30895833333333,1.32378125,1.37653125
"DAB1_(Phospho-Tyr232)",1.15469270833333,1.36133854166667,1.62028125
"NFkB-p65_(Phospho-Ser311)",1.04519791666667,1.458640625,1.38630208333333
"GluR1_(Phospho-Ser849)",0.992739583333333,1.075453125,1.26742708333333
"GluR1_(Phospho-Ser863)",0.930588541666667,1.14140104166667,1.50003125
"HSF1_(Phospho-Ser303)",0.869328125,1.01127604166667,1.26620833333333
"EGFR_(Phospho-Tyr1110)",0.976953125,1.09547916666667,1.04210416666667
"MARCKS_(Phospho-Ser163)",1.04648958333333,1.1884375,1.43302083333333
"Merlin_(Phospho-Ser518)",0.982114583333333,1.01755208333333,1.20442708333333
"Synapsin_(Phospho-Ser9)",1.37759895833333,1.33907291666667,1.42778125
"Histone_H2A.X_(Phospho-Ser139)",0.854796875,0.991703125,0.904375
"P70S6K_(Phospho-Ser411)",1.067671875,1.26036458333333,1.5845
"Tau_(Phospho-Ser422)",1.02823958333333,0.977692708333333,1.28030208333333
"Cortactin_(Phospho-Tyr421)",0.829,0.9815,1.06908333333333
"Cortactin_(Phospho-Tyr466)",1.12925520833333,1.317078125,1.40190625
"CREB_(Phospho-Ser129)",0.918947916666667,1.04094791666667,1.21222916666667
"DAB1_(Phospho-Tyr220)",0.949734375,1.16720833333333,1.18753125
"P73_(Ab-99)",1.18644791666667,1.22648958333333,1.33691666666667
"FAK_(Ab-861)",1.04980208333333,1.10468229166667,1.02825
"VEGFR2_(Ab-1175)",0.9213125,1.06416666666667,1.18376041666667
"VEGFR2_(Ab-1214)",0.906848958333333,0.93559375,0.620239583333333
"VEGFR2_(Ab-951)",1.33729166666667,1.59491666666667,0.712729166666667
"IGF1R_(Ab-1161)",0.993776041666667,0.919166666666667,1.34523958333333
"IGF1R_(Ab-1165/1166)",0.955692708333333,1.00748958333333,1.33511458333333
"Integrin_beta-3_(Ab-773)",0.969953125,1.05124479166667,1.2451875
"p53_(Ab-6)",0.998526041666667,1.06121354166667,1.180625
"p53_(Ab-9)",0.966895833333333,0.908145833333333,1.08892708333333
"p53_(Ab-15)",1.02580208333333,1.07897395833333,1.26579166666667
"p53_(Ab-18)",1.04384375,0.993598958333333,1.08686458333333
"Chk2_(Ab-68)",0.895239583333333,0.903557291666667,0.707510416666667
"p53_(Ab-33)",0.9190625,0.940192708333333,0.9768125
"p53_(Ab-37)",0.943911458333333,0.980697916666667,1.09815625
"p53_(Ab-46)",1.00021875,1.00595833333333,1.18284375
"p53_(Ab-315)",0.677223958333333,0.436520833333333,0.461354166666667
"Tau_(Ab-356)",0.86040625,0.876536458333333,0.675645833333333
"Tau_(Ab-396)",1.03030208333333,0.927765625,0.884625
"Dok-1_(Ab-398)",0.977328125,0.943776041666667,1.007875
"Dok-2_(Ab-299)",0.85853125,0.79896875,0.792302083333333
"eIF2A_(Ab-51)",1.0071875,1.05902604166667,0.943104166666667
"PKR_(Ab-446)",0.978145833333333,0.967317708333333,1.35546875
"GAP43_(Ab-41)",0.852234375,0.626682291666667,0.879791666666667
"Integrin_beta-3_(Ab-785)",1.02892708333333,0.975182291666667,1.578375
"Ret_(Ab-905)",1.11404166666667,1.07310416666667,1.46391666666667
"P70S6K_(Ab-424)",1.08380208333333,1.04855729166667,1.37015625
"Synuclein_alpha_(Ab-133)",0.976880208333333,1.14267708333333,1.44669791666667
"CaMK2A_(Ab-286)",1.27454166666667,1.142125,0.797885416666667
"BIM_(Ab-69/65)",1.13411458333333,1.17520833333333,1.34986458333333
"CPI17_alpha_(Ab-38)",1.126734375,1.22239583333333,1.36088541666667
"PKR_(Ab-451)",0.956828125,0.998098958333333,1.31045833333333
"Gab1_(Ab-627)",0.856640625,0.821109375,0.924645833333333
"GluR2_(Ab-880)",1.00925520833333,1.080484375,0.73084375
"MARCKS_(Ab-158)",1.34766666666667,1.262109375,1.16147916666667
"MEK1_(Ab-291)",0.938947916666667,0.866505208333333,0.847864583333333
"NMDAR1_(Ab-897)",1.064671875,1.10923958333333,1.11701041666667
"PKC_delta_(Ab-645)",0.998260416666667,1.05167708333333,0.801760416666667
"Tyrosine_Hydroxylase_(Phospho-Ser8)",1.08409895833333,0.948942708333333,1.15826041666667
"VEGFR1_(Phospho-Tyr1333)",0.998010416666667,1.04219791666667,1.19260416666667
"VEGFR2_(Phospho-Tyr1059)",0.985244791666667,0.903302083333333,1.09601041666667
"WASP_(Phospho-Tyr290)",0.929348958333333,1.06408854166667,1.4503125
"Zap-70_(Phospho-Tyr292)",0.966614583333333,1.12096354166667,1.57610416666667
"Zap-70_(Phospho-Tyr315)",0.942421875,1.02197916666667,1.28785416666667
"AKT1_(Phospho-Tyr474)",1.094328125,1.02435416666667,1.25047916666667
"AKT1_(Phospho-Ser246)",0.915567708333333,1.08829166666667,1.21361458333333
"AKT1_(Phospho-Thr72)",1.05779166666667,1.11733854166667,1.53146875
"c-Abl_(Phospho-Tyr245)",1.00959895833333,0.999333333333333,1.42251041666667
"CDC25C_(Phospho-Thr48)",1.01442708333333,1.06394270833333,1.44990625
"Chk1_(Phospho-Ser296)",1.11852604166667,1.14141145833333,0.998958333333333
"Raf1_(Phospho-Ser296)",0.94109375,1.10583333333333,1.17883333333333
"Cyclin_B1_(Phospho-Ser147)",0.927229166666667,0.846541666666667,1.17884375
"Cyclin_E1_(Phospho-Thr77)",0.561583333333333,0.579286458333333,0.62965625
"eIF4B_(Phospho-Ser422)",1.02565104166667,1.26233854166667,1.51790625
"eIF4G_(Phospho-Ser1108)",0.916625,1.02831770833333,1.335625
"IRS-1_(Phospho-Ser794)",0.901989583333333,0.982588541666667,0.946854166666667
"LAT_(Phospho-Tyr171)",1.22419270833333,1.19579166666667,1.24732291666667
"P70S6K-beta_(Phospho-Ser423)",1.09844791666667,0.9489375,1.08905208333333
"PAK1_(Phospho-Ser204)",1.14451041666667,1.02275520833333,1.0608125
"PAK2_(Phospho-Ser192)",1.23105208333333,1.2085,1.06510416666667
"PAK3_(Phospho-Ser154)",0.7153125,0.87175,1.03094791666667
"PKC_beta/PKCB_(Phospho-Ser661)",0.829630208333333,0.9174375,1.22777083333333
"PKC_delta_(Phospho-Tyr64)",0.955182291666667,0.977416666666667,1.20945833333333
"RSK1/2/3/4_(Phospho-Ser221/227/218/232)",1.02111979166667,1.11859375,1.46398958333333
"Src_(Phospho-Ser75)",1.00058333333333,0.947546875,0.991104166666667
"SLP-76_(Phospho-Tyr128)",0.614989583333333,0.807286458333333,0.82734375
"LCK_(Phospho-Ser59)",0.878739583333333,0.948598958333334,1.03376041666667
"Fos_(Phospho-Thr232)",0.986984375,1.13441145833333,1.14973958333333
"Src_(Phospho-Tyr216)",0.935515625,1.01380208333333,1.02761458333333
"Gab2_(Phospho-Ser159)",0.917614583333333,1.021234375,1.09311458333333
"Pyk2_(Phospho-Tyr579)",0.95275,1.02331770833333,1.16047916666667
"GRK2_(Phospho-Ser685)",0.914484375,1.24421875,1.38261458333333
"BRCA1_(Phospho-Ser1457)",1.00080208333333,1.24536458333333,1.28089583333333
"Cyclin_C_(Phospho-Ser275)",1.008703125,1.05104166666667,1.31963541666667
"Gab2_(Phospho-Tyr643)",0.623770833333333,0.614182291666667,0.4550625
"MAPKAPK2_(Phospho-Ser272)",1.04244270833333,0.768260416666667,1.03751041666667
"HER2_(Phospho-Thr686)",1.11988020833333,1.10283854166667,1.25332291666667
"NFkB-p105/p50_(Ab-927)",0.907234375,1.1509375,0.861802083333333
"Shc_(Ab-427)",1.04544270833333,1.22238541666667,1.1468125
"Smad1_(Ab-465)",0.90753125,0.998682291666667,1.24380208333333
"Smad2_(Ab-467)",0.897958333333333,1.016765625,1.29822916666667
"Smad3_(Ab-425)",0.945661458333333,0.959078125,1.21869791666667
"FAS_(Phospho-Tyr291)",0.921182291666667,0.892932291666667,1.31308333333333
"ACC1_(Ab-80)",0.668598958333333,0.646354166666667,0.584197916666667
"Caspase_6_(Ab-Ser257)",1.11443229166667,1.36411458333333,1.33545833333333
"Caspase_9_(Ab-125)",0.863619791666667,1.006984375,1.14998958333333
"c-PLA2_(Ab-505)",0.9579375,0.955354166666667,1.18236458333333
"EEF2_(Ab-56)",0.837119791666667,1.00816145833333,0.79021875
"HSL_(Ab-554)",0.913020833333333,1.53890625,1.08646875
"Pyk2_(Ab-881)",1.11803125,1.50531770833333,2.20241666666667
"Pyk2_(Ab-580)",0.434276041666667,0.233536458333333,0.32075
"SRF_(Ab-99)",0.889088541666667,0.840802083333333,0.892
"STAT2_(Ab-690)",1.01790625,1.23634895833333,1.3401875
"SYK_(Ab-348)",0.926369791666667,1.11509895833333,1.0878125
"SYK_(Ab-525)",0.893375,1.07836458333333,0.771989583333333
"CD227/mucin_1_(Ab-1243)",1.07619791666667,1.0801875,1.23764583333333
"CD4_(Ab-433)",1.0503125,0.69796875,0.571552083333333
"CDC25A_(Ab-124)",1.050484375,0.901802083333333,1.14528125
"CDC25B_(Ab-353)",1.07218229166667,1.00986458333333,1.37451041666667
"CDK7_(Ab-170)",1.05299479166667,1.09140104166667,1.49526041666667
"Chk1_(Ab-286)",0.783661458333333,0.730604166666667,0.777447916666667
"Met_(Ab-1003)",0.978536458333333,0.91721875,1.26346875
"Cyclin_D1_(Ab-90)",0.871510416666667,0.991854166666667,1.04020833333333
"Cyclin_E2_(Ab-392)",0.866072916666667,0.828713541666667,1.03895833333333
"Keratin_18_(Ab-52)",0.9466875,0.9635625,1.262625
"Keratin_8_(Ab-431)",0.941604166666667,0.88415625,1.06005208333333
"Catenin_delta-1_(Ab-228)",0.909697916666667,1.00025520833333,1.22234375
"Raf1_(Ab-43)",1.130234375,1.28069791666667,1.03998958333333
"DNA-PK_(Ab-2647)",0.622895833333333,0.773979166666667,0.77546875
"DNA-PK_(Ab-2638)",0.944296875,0.978526041666667,1.05203125
"DNA-PK_(Ab-2056)",0.942359375,0.894651041666667,1.1774375
"EGFR_(Ab-1069)",1.02983333333333,1.038390625,1.3886875
"ERK3_(Ab-189)",1.139671875,1.04066145833333,1.19283333333333
"FAK_(Ab-910)",0.753515625,0.58296875,0.46465625
"AurA_(Phospho-Ser342)",1.25588020833333,1.29216145833333,1.342125
"Lamin_A/C_(Ab-392)",1.28609375,0.955260416666667,0.778541666666667
"MITF_(Ab-73)",0.713348958333333,0.806697916666666,0.757302083333333
"PLCG2_(Ab-1217)",1.10732291666667,1.03066145833333,1.17045833333333
"PLK1_(Ab-210)",0.836317708333333,0.489708333333333,0.67834375
"PPAR-BP_(Ab-1457)",1.25392708333333,1.04543229166667,1.21580208333333
"PPAR-gamma_(Ab-112)",0.875864583333333,0.810598958333333,0.694166666666667
"WAVE1_(Ab-125)",1.0174375,1.09458333333333,1.2479375
"XIAP_(Ab-87)",1.05279166666667,1.03194270833333,1.11194791666667
"ATP-Citrate_Lyase_(Ab-454)",1.10438541666667,1.00675520833333,1.16323958333333
"Mst1/Mst2_(Ab-183)",0.938963541666667,0.909005208333333,1.06976041666667
"Myosin_regulatory_light_chain_2_(Ab-18)",0.925661458333333,0.732125,0.807270833333333
"p130Cas_(Ab-165)",1.01099479166667,1.06779166666667,1.24521875
"PP1_alpha_(Ab-320)",0.953583333333333,1.1859375,1.07310416666667
"TLK1_(Ab-764)",0.842104166666667,0.942666666666667,0.723385416666667
"CK2-b_(Ab-209)",0.913671875,0.847208333333333,0.931052083333333
"EPHA2/3/4_(Ab-588/596)",0.843046875,0.654901041666667,0.75815625
"EPHB1/2_(Ab-594/604)",1.05222395833333,1.08623958333333,1.13645833333333
"Ephrin_B1_(Ab-317)",0.983020833333333,0.998984375,0.9980625
"Progesterone_Receptor_(Phospho-Ser190)",1.38977604166667,1.36448958333333,1.41386458333333
"HER2_(Phospho-Tyr877)",0.906765625,1.0275625,1.00965625
"HER2_(Phospho-Tyr1221/Tyr1222)",0.955583333333333,1.254484375,1.25238541666667
"HER2_(Phospho-Tyr1248)",1.0015625,1.02719270833333,1.06433333333333
"EGFR_(Phospho-Ser1070)",1.034953125,1.1430625,1.17183333333333
"EGFR_(Phospho-Tyr1092)",0.941234375,0.889651041666667,0.983614583333333
"G3BP-1_(Phospho-Ser232)",0.535510416666667,0.650911458333333,0.54946875
"ICAM-1_(Phospho-Tyr512)",0.829942708333333,0.891578125,0.865395833333333
"VEGFR2_(Phospho-Tyr1175)",1.110140625,1.19353125,1.36321875
"VEGFR2_(Phospho-Tyr1214)",0.920291666666667,1.02529166666667,1.0084375
"VEGFR2_(Phospho-Tyr951)",0.86575,1.11469270833333,1.10644791666667
"IGF1R_(Phospho-Tyr1161)",1.18575,1.22160416666667,1.16191666666667
"IGF1R_(Phospho-Tyr1165/1166)",1.16052604166667,1.30115104166667,1.17748958333333
"Paxillin_(Phospho-Tyr118)",1.00639583333333,1.10760416666667,1.08592708333333
"Caveolin-1_(Phospho-Tyr14)",0.978104166666667,1.18766145833333,1.12829166666667
"Src_(Phospho-Tyr418)",0.860380208333333,1.04814583333333,1.15313541666667
"p53_(Phospho-Ser6)",0.933286458333333,1.021421875,0.9991875
"p53_(Phospho-Ser9)",1.016078125,1.240890625,1.123375
"p53_(Phospho-Ser15)",0.916979166666667,1.08474479166667,0.856708333333333
"DARPP-32_(Phospho-Thr34)",1.10757291666667,1.17734895833333,1.1643125
"Dok-1_(Phospho-Tyr362)",1.63426041666667,1.53598958333333,1.88416666666667
"Dok-1_(Phospho-Tyr398)",1.00391666666667,1.07244270833333,1.1445
"Dok-2_(Phospho-Tyr299)",1.06081770833333,1.14259375,1.26780208333333
"eIF2A_(Phospho-Ser51)",0.974197916666667,1.11500520833333,1.20802083333333
"PKR_(Phospho-Thr446)",0.967614583333333,0.946572916666667,1.10172916666667
"GAP43_(Phospho-Ser41)",0.756552083333333,0.771854166666667,0.828677083333333
"Integrin_beta-3_(Phospho-Tyr785)",0.393203125,0.430192708333333,0.406072916666667
"Ret_(Phospho-Tyr905)",1.16840104166667,1.23981770833333,1.34905208333333
"P70S6K_(Phospho-Ser424)",0.957359375,1.09848958333333,1.39054166666667
"Synuclein_alpha_(Phospho-Tyr133)",1.66771354166667,1.885875,1.42011458333333
"Synuclein_alpha_(Phospho-Tyr136)",0.942463541666667,1.14423958333333,1.26095833333333
"CaMK2A_(Phospho-Thr286)",1.07896875,1.23738020833333,1.25088541666667
"BIM_(Phospho-Ser69/65)",0.981,1.1178125,1.03521875
"CPI17_alpha_(Phospho-Thr38)",0.980072916666667,1.02966666666667,1.19984375
"PKR_(Phospho-Thr451)",1.16409895833333,1.10516666666667,1.08713541666667
"Gab1_(Phospho-Tyr627)",1.08145833333333,1.09984895833333,1.19480208333333
"GluR2_(Phospho-Ser880)",0.923729166666667,1.034734375,1.17688541666667
"MARCKS_(Phospho-Ser158)",1.03941145833333,0.886546875,0.925552083333333
"Ezrin_(Ab-353)",1.39527083333333,1.27875520833333,1.24978125
"Tau_(Ab-235)",1.47052083333333,1.320578125,0.748395833333333
"Tau_(Ab-181)",1.14539583333333,1.30158854166667,1.539375
"Tau_(Ab-205)",1.04454166666667,1.04016145833333,1.10596875
"Tau_(Ab-214)",1.05192708333333,1.27528125,1.03427083333333
"Tau_(Ab-231)",1.04403645833333,1.162375,1.22026041666667
"Tau_(Ab-262)",0.948692708333333,1.01488020833333,1.18507291666667
"Tau_(Ab-404)",1.01553125,1.18713020833333,0.9381875
"G3BP-1_(Ab-232)",1.01219270833333,1.02792708333333,1.17054166666667
"Catenin_beta_(Ab-41/45)",1.03734375,1.12316666666667,1.28483333333333
"Androgen_Receptor_(Ab-213)",1.071171875,1.124328125,1.39377083333333
"Androgen_Receptor_(Ab-650)",1.10992708333333,1.0465625,1.0931875
"ICAM-1_(Ab-512)",1.07853645833333,1.17594791666667,1.26760416666667
